verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	00b8b580795f95c5	assemblee	340		M. Razzy Hammadi	L218-5-3	2	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	44	ART. 44	apitre VIII du titre Ier du livre II du code de la consommation est complétée par des articles L. 218-5-3 à L. 218-5-4-1 ainsi rédigés : « Art. L. 218-5-3. – (Non modifié) Lorsque les informations pré	À l’alinéa 2, substituer à la première occurrence du mot : « préfet » les mots : « représentant de l’État dans le département ».	Lorsque les informations prévues au premier alinéa du I de l'article L. 221-1-2 sont insuffisantes, le préfet ou, à Paris, le préfet de police peut ordonner par arrêté, dans un délai qu'il fixe, qu'elles figurent sur les produits, sur leurs emballages ou dans les documents les accompagnant. Les frais résultant de la mi […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		L'alinéa 2 de l'article 44 est le paragraphe « Art. L. 218-5-3. – … le préfet ou, à Paris, le préfet de police … », gouverné par l'instruction liminaire « … complétée par des articles L. 218-5-3 à L. 218-5-4-1 ainsi rédigés ». Le dispositif y substitue la première occurrence de « préfet » : l'amendement porte donc bien sur L. 218-5-3.	Dans l'article 44 du texte, l'alinéa 2 est celui qui rédige « Art. L. 218-5-3 » (« … le préfet ou, à Paris, le préfet de police peut ordonner… ») ; le dispositif y substitue la première occurrence de « préfet », cohérent avec un amendement visant L. 218-5-3 du code de la consommation.	2026-09-19
juste	03b1bef49a864f45	senat	682	Adopté	M. FAUCONNIER	L121-103	7	sans visée	alinea	senat/leg-pjl12-810.html	11	Article 11	ersonne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2. « Art. L. 121-103. - (Non modifié) Toute infraction aux articles L. 121-99, L. 121-100 et L. 121-101 est pun	I. - Après l'alinéa 32 Insérer trois alinéas ainsi rédigés : « Section 16 « Contrats de transport hors déménagement « Art. L. 121-104. – Lorsque le consommateur prend personnellement livraison des objets transportés et lorsque le voiturier ne justifie pas lui avoir laissé la possibilité de vérifier effectivement leur bon état, le délai mentionné à l’article L. 133-3 du code de commerce est porté à dix jours. » II. -  […]	Tout manquement à l'article L. 121-99 et aux textes pris pour son application est passible d'une amende administrative dont le montant ne peut excéder 3 000 € pour une personne physique et 15 000 € pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2.	//www.senat.fr/amendements/2012-2013/810/Amdt_682.html	faux	juste	qwen (arbitrage)	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 32 de l'article 11, compté dans le texte (36 alinéas, aucun <p> vide), est le dernier alinéa de l'article cité L. 121-103 ; le point d'insertion est corroboré : la section 16 arrive juste après la fin de la section 15 et avant le II (L. 112-6). L'instruction gouvernante (I. : sections 14 et 15 ainsi rédigées) écrit bien L. 121-103 dans le code de la consommation.	Alinéa 32 d'après la numérotation du texte = dernier alinéa de l'article coté L. 121-103 (« Toute infraction… »), juste avant lequel l'amendement insère la section 16. Mais le L. 121-103 du code (article_du_fonds) est « Tout manquement à l'article L. 121-99… » (= L. 121-102 du texte) ; le contenu de l'instruction gouvernante est en réalité le L. 121-104 du code. Numérotation glissée d'un rang : l'arête rattache l'amendement au mauvais article.	Le dispositif ancre l'insertion « après l'alinéa 32 » de l'article 11 ; intertitres comptés, l'alinéa 32 est le dernier alinéa de l'instruction « Art. L. 121-103 (Non modifié)… », ce que confirme la petite loi adoptée : la section 16 (L. 121-104 nouveau) a été insérée juste après, avant le II. La fenêtre montre bien cette instruction L121-103 : l'attribution du dépôt à L121-103 tient, l'instruction concernée n'étant ni un autre article ni un autre code.	2026-09-20
faux	070a913c8c7c0de2	senat	111 rect. quater	Retiré	Mme Maryse CARRÈRE	L223-1	11	sans visée	alinea	senat/leg-ppl24-469.html	3	Article 3	tre III, le mot : « Opposition » est remplacé par le mot : « Consentement » ;  a) L’article L. 223-1 est ainsi modifié :  – les deux premiers alinéas sont remplacés par trois alinéas ainsi réd	Après l’alinéa 22 Insérer un alinéa ainsi rédigé : …) Le premier alinéa de l’article L. 223‑5 est complété par les mots : « ainsi que de denrées alimentaires et de produits destinés à l’alimentation des animaux de compagnie dans le cadre d’une livraison alimentaire à domicile » ;	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]	//www.senat.fr/amendements/2024-2025/469/Amdt_111.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complète le premier alinéa de l'article L. 223-5, pas L. 223-1 ; l'alinéa 22 cité tombe dans le bloc a bis)/a ter) qui porte sur L. 223-2 à L. 223-5. L'amendement dépose donc sur L. 223-5, la restitution se trompe d'article du code.	En comptant les alinéas de l'article 3, l'alinéa 22 est l'instruction « a ter) » qui réécrit le premier alinéa de l'article L. 223-5 ; l'alinéa que l'amendement insère complète d'ailleurs explicitement ce même premier alinéa de L. 223-5. L'instruction « a) L'article L. 223-1 est ainsi modifié » couvre les alinéas 10 à 20 : l'arête vise le mauvais article du code.	2026-09-19
juste	09e74dc51163b0e2	assemblee	55	Rejeté	M. Marc Le Fur	L113-3	12	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	4	ART. 4	l’Union européenne l’obligation prévue par le présent article. » II. – (Non modifié) L’article L. 113-3 du même code est ainsi modifié : 1° Au premier alinéa, les mots : « , les limitations éventuell	Après l’alinéa 28, insérer les cinq alinéas suivants : « 3° Il est complété par quatre alinéas ainsi rédigés : « Les moyennes et grandes surfaces doivent tenir à la disposition de leurs clients, pour les produits de première nécessité dont la liste a été fixée par décret après avis du Conseil national de la consommation, un tableau comparatif comprenant : « – le prix d’achat aux producteurs par les distributeurs ; «  […]	Tout vendeur de produit ou tout prestataire de services doit, par voie de marquage, d'étiquetage, d'affichage ou par tout autre procédé approprié, informer le consommateur sur les prix, les limitations éventuelles de la responsabilité contractuelle et les conditions particulières de la vente, selon des modalités fixées […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif nomme l'alinéa 28 de l'article 4 ; l'instruction qui gouverne cet alinéa est le II (« L'article L. 113-3 du même code est ainsi modifié »), et le 3° inséré après l'alinéa 28 prolonge cette même liste en complétant L. 113-3 (tableau comparatif des prix). L'amendement portait donc bien sur L. 113-3.	Le dispositif insère après l'alinéa 28 de l'art. 4 cinq alinéas commençant « 3° Il est complété par quatre alinéas ainsi rédigés » : en comptant les alinéas de l'article 4, l'alinéa 28 est celui inséré par le 2° de l'instruction II qui réécrit L. 113-3, et le 3° inséré complète bien ce même article. Article et code corrects.	2026-09-19
juste	09e9c044c5130e68	assemblee	154	Retiré	Mme Marie-Christine Dalloz	L111-6	9	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	personne morale. L’amende est prononcée dans les conditions prévues à l’article L. 141-1-2. « Art. L. 111-6. – Les dispositions du présent chapitre sont d’ordre public. » II. – Au premier alinéa de l	Après l’alinéa 17, insérer les quatre alinéas suivants : « I bis. – Le chapitre II du titre Ier du livre Ier du même code est complété par deux articles L. 112-12 et L. 112‑13 ainsi rédigés : « Art. L. 112‑12. - L’étiquetage de l’origine nationale de la viande est obligatoire qu’elle soit destinée à la vente pour la consommation humaine en tant que viande fraîche, ou encore qu’elle soit utilisée en tant qu’ingrédient […]	Tout manquement aux articles L. 111-1 à L. 111-3 et à l'article L. 111-5 est passible d'une amende administrative dont le montant ne peut excéder 3 000 € pour une personne physique et 15 000 € pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2.		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		En comptant les alinéas de l'article 4 du texte (intertitres inclus), l'alinéa 17 est bien le paragraphe « Art. L. 111-6. – Les dispositions du présent chapitre sont d'ordre public. » ; l'instruction qui le gouverne réécrit L. 111-6, et le dispositif insère ses quatre alinéas juste après lui. L'ancrage de l'insertion sur cet alinéa est donc exact, comme pour les insertions après alinéa déjà jugées justes (nouvel article L. 121-16-3 après l'alinéa 27 attribué à L. 121-16-2).	L'alinéa 17 de l'article 4 du texte est bien « Art. L. 111-6 – Les dispositions du présent chapitre sont d'ordre public », dernier alinéa de l'instruction I qui réécrit le chapitre Ier (décompte des 18 alinéas de l'article 4, confirmé par la fenêtre). L'amendement insère son « I bis » après cet alinéa 17, avant l'instruction II (L. 113-3) : la cible L111-6 est correcte.	2026-09-19
juste	0a1b424df21869d1	senat	17 rect.	Retiré	M. SUEUR	L223-1	1	sans visée	alinea	senat/leg-ppl18-311.html	1er bis	Article 1er bis	e pas faire l’objet de prospection commerciale par cette voie. » Article 1er bis  L’article L. 223-1 du code de la consommation est complété par quatre alinéas ainsi rédigés :  « Tout professio	Alinéa 2 Remplacer les mots : d'opposition par le mot : dédiée	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]	//www.senat.fr/amendements/2018-2019/311/Amdt_17.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		L'amendement 17 rect. (CSV Ameli) porte sur l'article 1er bis du texte et son dispositif vise l'alinéa 2 ; cet article 1er bis complète l'article L. 223-1 du code de la consommation par quatre alinéas, et l'alinéa 2 est précisément le premier alinéa inséré ('Tout professionnel saisit… liste d'opposition'), qui relève donc bien de L. 223-1.	Alinéa 2 de l'article 1er bis, chapeau compté, est le premier alinéa cité (« Tout professionnel … la liste d'opposition au démarchage téléphonique »), celui-là même où le dispositif remplace « d'opposition » ; il relève du chapeau qui ne réécrit que L223-1 du code de la consommation (cibles = 1, la mention de L223-4 n'est qu'une référence). Article du code bien identifié, modification réelle et non simple citation.	2026-09-19
juste	0a304beb0020f063	assemblee	133	Rejeté	M. Daniel Fasquelle	L121-82-1	2	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	4 bis a	ART. 4 BIS A	l’élaboration des plats proposés dans le cadre d’une activité de restauration commerciale « Art. L. 121-82-1. – Les personnes ou entreprises qui transforment ou distribuent des produits alimentaires	Compléter l’alinéa 6 par la phrase suivante : « Ne peuvent utiliser l’appellation « restaurant » ou l’appellation « traiteur » que les personnes ou entreprises mentionnées au premier alinéa qui font figurer sur leur carte ou sur tout autre support la mention d’un ou de plusieurs plats « fait maison ». »	"Les personnes ou entreprises qui transforment ou distribuent des produits alimentaires dans le cadre d'une activité de restauration commerciale ou de vente à emporter de plats préparés, permanente ou occasionnelle, principale ou accessoire, précisent sur leurs cartes ou sur tout autre support qu'un plat proposé est ""fa […]"		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif vise l'alinéa 6 de l'article 4 bis A ; en comptant les alinéas comme le texte les numérote (chapeau, en-têtes « Section 10 bis » et titre de section inclus, ce que confirment les amendements 131/138 qui visent l'alinéa 4 pour le mot « précisent » de L. 121-82-1), l'alinéa 6 est le troisième paragraphe de « Art. L. 121-82-1 » (modalités de mise en œuvre de la mention « fait maison »), gouverné par l'instruction qui crée L. 121-82-1. L'amendement portait donc bien sur L. 121-82-1, comme le confirme le renvoi de la phrase ajoutée au « premier alinéa ».	L'alinéa 6 de l'art. 4 bis A est le dernier alinéa de l'art. L. 121-82-1 (comptage : instruction d'insertion, section, titre, puis les 3 alinéas de L. 121-82-1 ; le bloc L. 121-82-2 ne commence qu'à l'alinéa 7). Le rapport r1574 confirme cette numérotation en visant l'alinéa 5 pour la définition du plat fait maison, et décrit ce même amendement Fasquelle restaurant/traiteur comme rejeté. La voie alinéa établit donc bien L121-82-1.	2026-09-19
juste	0a6da9fa18b203ae	assemblee	37	Non soutenu	M. Thierry Lazaro	L111-3	9	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. – Le fabricant ou l’importateur de biens meubles doit informer le vendeur professionnel de	Supprimer les alinéas 12 et 13.	Les dispositions des deux articles précédents s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités à des règles particulières en ce qui concerne l'information du consommateur.		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif supprime les alinéas 12 et 13 de l'article 4 ; en comptant les alinéas de cet article (intitulés de chapitre inclus), 12 et 13 sont les deux paragraphes de l'Art. L. 111-3 du code de la consommation, ce que confirme le rapport du même dossier qui écrit « l'article L. 111-3 (alinéas 12 et 13) ». L'amendement portait donc bien sur L. 111-3.	Article 4 réécrit le chapitre Ier du titre Ier du livre Ier (9 cibles). En comptant les alinéas (têtes de chapitre comprises, comme le confirment les lignes voisines : alinéa 4 = Art. L. 111-1, alinéa 17 = Art. L. 111-6), les alinéas 12 et 13 sont les deux alinéas de l'Art. L. 111-3 ; les supprimer vise donc bien L111-3.	2026-09-19
juste	0aacc65e547a6e55	assemblee	12	Rejeté	Mme Arlette Grosskost	L121-21-4	45	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	5	ART. 5	consommateur de son droit de rétractation, conformément au 2° du I de l’article L. 121-17. « Art. L. 121-21-4. – Lorsque le droit de rétractation est exercé, le professionnel est tenu de rembourser le	I. – À l’alinéa 99, après le mot : « récupération », insérer le mot : « conforme ». II. – En conséquence, au même alinéa, après le mot : « preuve », insérer le mot : « certaine ».	Lorsque le droit de rétractation est exercé, le professionnel est tenu de rembourser le consommateur de la totalité des sommes versées, y compris les frais de livraison, sans retard injustifié et au plus tard dans les quatorze jours à compter de la date à laquelle il est informé de la décision du consommateur de se rét […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		L'alinéa 99 de l'article 5 (en comptant les paragraphes à partir de l'alinéa suivant le titre de l'article) est le second alinéa de l'art. L. 121-21-4, qui contient à la fois « récupération » et « preuve » ; l'instruction de l'article 5 réécrit bien cette section, donc l'amendement porte sur L. 121-21-4.	Dispositif : « À l'alinéa 99, après “récupération” insérer “conforme” ; après “preuve” insérer “certaine” ». La calibration sur une vingtaine d'autres amendements de l'article 5 de ce texte (préavis→52, 50 %→100, accord exprès→101, L. 121-20-13 devient L. 121-30→173, etc.) place l'alinéa 99 sur le 2e alinéa du bloc « Art. L. 121-21-4 » (« …jusqu'à récupération des biens ou… une preuve de l'expédition…, la date retenue étant celle du premier de ces faits »), que les amendements 127 et 176 visent identiquement. L'instruction gouvernant cet alinéa réécrit bien L121-21-4 du code de la consommation.	2026-09-19
faux	0ac4752dc64f21be	senat	350	Adopté	M. FAUCONNIER	L121-101	15	sans visée	alinea	senat/leg-pjl13-283.html	11	Article 11	conditions de présentation de ce formulaire et les mentions devant figurer sur ce dernier. « Art. L. 121-101 . - Le consommateur dispose d'un délai de vingt-quatre heures à compter de la signature du	Alinéa 29, première phrase Remplacer la référence : L. 121-99 par la référence : L. 121-98	Le contrat prévu à l'article L. 121-100 doit comporter, à peine de nullité, les mentions suivantes : 1° Le nom et l'adresse complète du professionnel-acheteur ou, s'il s'agit d'une personne morale, sa raison sociale et l'adresse de son siège social ; 2° Le numéro d'inscription au registre du commerce et des sociétés ou […]	//www.senat.fr/amendements/2013-2014/283/Amdt_350.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le numérotage du Sénat, calibré sur ce même article par les amendements 470 (al. 26 = L. 121-101), 161 (al. 49) et 162 (al. 51 = L. 121-107), exclut la ligne de statut « (Non modifié) » qui suit le titre ; l'alinéa 29 est donc « Art. L. 121-102 . - Tout manquement à l'article L. 121-99… », dont la première phrase porte exactement la référence que le dispositif remplace. L'instruction qui gouverne cet alinéa écrit L. 121-102, pas L. 121-101 : l'arête est décalée d'un alinéa, et l'alinéa 29 du pipeline (« Toute clause du contrat… est nulle ») ne contient aucun « L. 121-99 ».	L'alinéa 29 de l'article 11 est l'instruction « Art. L. 121-102. - Tout manquement à l'article L. 121-99… », comme le confirment les autres amendements du même texte (n° 162 : alinéa 51 = « cinq ans » de L121-107 ; n° 161 : alinéa 49 = « 10° » citerne ; n° 166 : alinéas 2 à 11 = section 14) et comme l'exige le dispositif, qui remplace une référence L. 121-99 absente de l'instruction L. 121-101 (délai de 24 h, alinéa 26). L'amendement portait donc sur L121-102, non sur L121-101.	2026-09-19
