verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	03792c0793293869	senat	40345	Retiré	Mme EVRARD	L313-32	modifié	JORFDOLE000044373959	Article 4	Rédiger ainsi cet article : Le code de la consommation est ainsi modifié : 1° L’article L. 313‑31 est ainsi modifié : a) Le deuxième alinéa est ainsi modifié : - les mots : « du deuxième alinéa de l’article L. 113‑12 du codes des assurances, » sont supprimés ; - les mots : « même code » sont remplacés par les mots : « code des assurances » ; - les mots : « des premier ou troisième alinéas » sont remplacés par les mots : « du troisième alinéa » ; b) Au troisième alinéa, après le mot : « avenant », sont insérés les mots : «, dans un délai de dix jours ouvrés à compter de la réception de la deman […]	L313-32 (2016-07-01) Le prêteur ne peut, en contrepartie de son acceptation en garantie d'un contrat d'assurance autre que le contrat d'assurance qu'il propose, y compris en cas d'exercice du droit de résiliation en application du premier alinéa de l'article L. 113-12-2 du code des assurances ou du deuxième alinéa de l'article L. 221-10 du […]	//www.senat.fr/amendements/2021-2022/368/Amdt_35.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Le dispositif modifie deux articles : « 2° L'article L. 313-32 est ainsi modifié : a) [...] b) [...] » — modification explicite et nommée de L313-32 (lignée unique en vigueur depuis 2016-07-01).	Le dispositif réécrit tout l'article 4 et son point 2° modifie explicitement « L'article L. 313-32 est ainsi modifié » (suppression/remplacement de mots). Le fonds visé par cette lignée porte bien ces mêmes expressions dans ses versions successives.		2026-09-21
juste	1ceacd7009afa426	senat	13798	Retiré	M. REVET	L311-17	rédigé	JORFDOLE000020542090	Article 5	Rédiger comme suit le texte proposé par le E du II de cet article pour l'article L. 311‑17 du code de la consommation : « Art. L. 311-17. - Aucun crédit ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels. »	L311-17 (1993-07-27) Tant que l'opération n'est pas définitivement conclue, aucun paiement, sous quelque forme et à quelque titre que ce soit, ne peut être fait par le prêteur à l'emprunteur ou pour le compte de celui-ci, ni par l'emprunteur au prêteur. Pendant ce même délai, l'emprunteur ne peut non plus faire, au titre de l'opération en  […]	//www.senat.fr/amendements/2008-2009/448/Amdt_12.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« Rédiger comme suit le texte proposé [...] pour l'article L. 311-17 [...] : Art. L. 311-17. - Aucun crédit [...] » : l'amendement réécrit la rédaction proposée de L311-17 (lignée unique 1993-2016), donc le vise.	« Rédiger comme suit le texte proposé par le E du II de cet article pour l'article L. 311-17 » : le dispositif propose une nouvelle rédaction complète de L.311-17. Retiré, mais le sort ne compte pas : la formule vise bien cet article.		2026-09-21
juste	1e38bcf84c6cd67b	assemblee	2719	Adopté	M. Razzy Hammadi	L312-6-2	rédigé	JORFDOLE000026795365	ART. 18	Après l’alinéa 16, insérer les trois alinéas suivants : « c) Il est ajouté un article L. 312‑6‑2 ainsi rédigé : « Art. L. 312‑6‑2. – Une fiche standardisée d’information est remise à toute personne qui se voit proposer ou qui sollicite une assurance ayant pour objet de garantir le remboursement d’un prêt visé à l’article L. 312‑2. Un décret en Conseil d’État fixe les modalités d’application du présent alinéa. « La fiche standardisée d’information mentionne de manière très apparente la possibilité pour l’emprunteur de souscrire auprès de l’assureur de son choix une assurance dans les conditions […]	L312-6-2 (2014-07-26) Une fiche standardisée d'information est remise, lors de la première simulation, à toute personne qui se voit proposer ou qui sollicite une assurance ayant pour objet de garantir le remboursement d'un prêt mentionné à l'article L. 312-2. Un décret en Conseil d'Etat fixe les modalités d'application du présent alinéa. La […]		juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« Il est ajouté un article L. 312-6-2 ainsi rédigé : Art. L. 312-6-2. – Une fiche standardisée [...] » : crée l'article, lignée 2014-2016 confirmée (dossier Hamon, adopté).	« Il est ajouté un article L. 312-6-2 ainsi rédigé » suivi du texte intégral, quasi identique au fonds créé (2014-07-26). Amendement adopté : création directe de l'article.		2026-09-21
juste	1eb2e74a993a624e	senat	17356	Rejeté	M. LE CAM	L311-17	rédigé	JORFDOLE000027383756	Article 19 ter	Rédiger ainsi cet article : L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311‑17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) Tant que l'opération n'est pas définitivement conclue, aucun paiement, sous quelque forme et à quelque titre que ce soit, ne peut être fait par le prêteur à l'emprunteur ou pour le compte de celui-ci, ni par l'emprunteur au prêteur. Pendant ce même délai, l'emprunteur ne peut non plus faire, au titre de l'opération en  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_478.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« L'article L. 311-17 [...] est ainsi rédigé : Art. L. 311-17. – Aucun crédit renouvelable [...] » : réécriture explicite ; rejeté mais la formule et le numéro comptent (lignée unique 1993-2016).	« L'article L. 311-17 du code de la consommation est ainsi rédigé » : réécriture complète explicitement nommée. Rejeté, mais un amendement rejeté qui propose une autre rédaction vise bien l'article.		2026-09-21
faux	20cc249b83d7e6ae	senat	34793	Rejeté	M. LUREL	L217-9	complété	JORFDOLE000038746653	art. add. après Article 4	Après l’article 4 Insérer un article additionnel ainsi rédigé : L’article L. 217‑9 du code de la consommation est complété par un alinéa ainsi rédigé : « En cas de remplacement du bien, la garantie prévue aux articles L. 217‑7 et L. 217‑12 est renouvelée. »	L217-9 (2022-01-01) En cas de défaut de conformité, l'acheteur choisit entre la réparation et le remplacement du bien. Toutefois, le vendeur peut ne pas procéder selon le choix de l'acheteur si ce choix entraîne un coût manifestement disproportionné au regard de l'autre modalité, compte tenu de la valeur du bien ou de l'importance du défa […]	//www.senat.fr/amendements/2018-2019/728/Amdt_87.html	faux		agent:claude-sonnet-5	agent:claude-sonnet-5		Mauvaise lignée : l'amendement (séance 2018-2019) porte sur le L217-9 en vigueur depuis 2016-07-01 (article_id 951, « réparation et [...] remplacement du bien »), mais l'arête pointe l'article_id 952, une version MODIFIE_MORT_NE datée 2022-01-01 et jamais entrée en vigueur (fin antérieure au début) : une autre lignée que celle réellement visée.	Amendement sénatorial 2018-2019 (Amdt_87) visant « l'article L. 217-9 » tel qu'il existait alors, c'est-à-dire la lignée en vigueur depuis 2016 (encore actuelle aujourd'hui). Le fonds affiché est une autre lignée, dont la première version ne débute qu'en 2022 et n'est jamais entrée en vigueur (MODIFIE_MORT_NE) : mauvaise lignée, postérieure à l'amendement.		2026-09-21
juste	210d6cc449c62b25	senat	24710	Rejeté	M. KERN	L312-8	inséré	JORFDOLE000029883713	art. add. après Article 25 decies	I. – Après l’article 25 decies Insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° Après le 4° bis de l’article L. 312‑8, il est inséré un 4° ter ainsi rédigé : « 4° ter Mentionne que l’emprunteur peut souscrire auprès de la société de financement de son choix une caution solidaire dans les conditions fixées à l’article L. 312‑9‑1 ; » 2° Après l’article L. 312‑9, il est inséré un article L. 312‑9‑1 ainsi rédigé : « Art. L. 312‑9‑1 – Lorsque le prêteur propose à l’emprunteur un contrat de cautionnement en vue de se substituer à l’emprunteur dans le pa […]	L312-8 (1993-07-27) L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement des cautions déclarées ; 2° Précise la nature, l'objet, les modalités du prêt, notamment celles qui sont relatives aux dates et conditions de mise à disposition des fonds ainsi qu'à l'échéancier des amortissements ; 3° Indiqu […]	//www.senat.fr/amendements/2014-2015/371/Amdt_660.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« Après le 4° bis de l'article L. 312-8, il est inséré un 4° ter ainsi rédigé [...] » : insertion réelle dans le corps de L312-8 (pas une simple ancre), lignée 1993-2016 confirmée pour cette date (2014-2015).	Le 1° du dispositif insère un 4° ter « après le 4° bis de l'article L. 312-8 » ; le fonds en vigueur à la date de l'amendement (version 2014-07-26) contient bien ce 4° bis. Modification directe de l'article, même si l'amendement crée par ailleurs un article distinct L. 312-9-1.		2026-09-21
juste	2152e541d2e9ef1d	assemblee	3790		M. Frédéric Lefebvre	L121-84-7	modifié	JORFDOLE000027383756	APRÈS ART. 5	L’article L. 121‑84‑7 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « d’un service » sont remplacés par les mots : « de services » ; 2° Après le même alinéa, il est inséré un alinéa ainsi rédigé : « Le contrat comprend une liste des motifs de résiliation à l’initiative du consommateur, incluant notamment ceux fixés par l’arrêté mentionné à l’article L. 121‑83 et, le cas échéant, les autres motifs, pour lesquels ne peuvent être exigés du consommateur ni le paiement des frais visés au deuxième alinéa du présent article, ni le paiement du montant dû au titre de l […]	L121-84-7 (2008-06-01) Le présent article est applicable à tout fournisseur d'un service de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, proposant au consommateur, directement ou par l'intermédiaire d'un tiers, un service de communications électroniques. Le fournisseur […]		juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« L'article L. 121-84-7 [...] est ainsi modifié : 1° [...] 2° [...] » : modification explicite et nommée, lignée 2008-2016 cohérente avec le dossier Hamon 2013.	« L'article L. 121-84-7 du code de la consommation est ainsi modifié » : le 1° remplace « d'un service » par « de services », mots effectivement présents au premier alinéa du fonds (2008-06-01). Modification directe et nommée.		2026-09-21
juste	2179512ae11a6308	senat	38166	Adopté	LE GOUVERNEMENT	L315-14	modifié	JORFDOLE000043113774	Article 43 quater	I. – Alinéa 2 Rédiger ainsi cet alinéa : « 4° Les prêts avance mutation définis à l’article L. 315‑2 du code de la consommation et destinés à la réalisation de travaux permettant d’améliorer la performance énergétique du logement. La garantie ne peut couvrir la totalité du prêt et des intérêts. Le décret mentionné au IV fixe notamment des conditions de ressources pour les personnes bénéficiant de cette garantie ainsi que les conditions dans lesquelles l’établissement prêteur peut bénéficier d’une avance du fonds qui ne peut couvrir la totalité du montant restant dû. » II. – Compléter cet artic […]	L315-14 (2016-07-01) Le débiteur perd également le bénéfice du terme lorsqu'il change l'affectation du bien hypothéqué ou lorsqu'il refuse au créancier l'accès de l'immeuble hypothéqué pour s'assurer de son bon état d'entretien et de conservation ou en cas de prêt viager hypothécaire à versement périodique d'intérêts, lorsqu'il est défaill […]	//www.senat.fr/amendements/2020-2021/667/Amdt_2171.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« 7° L'article L. 315-14 est ainsi modifié : a) [...] b) Il est ajouté un alinéa [...] » : modification explicite, lignée 2016-2999 cohérente (amendement 2020-2021, adopté).	Le 7° du II modifie explicitement « L'article L. 315-14 » : suppression de « viager hypothécaire » au premier alinéa et ajout d'un alinéa sur la défaillance de l'emprunteur, texte que l'on retrouve mot pour mot dans la version du fonds entrée en vigueur le 2021-08-25. Amendement adopté.		2026-09-21
juste	22257f44ebcf503f	senat	13891	Non soutenu	M. REPENTIN	L331-5	modifié	JORFDOLE000020542090	Article 21	Rédiger comme suit le 5° de cet article : 5° L'article L. 331‑5 du code de la consommation est ainsi modifié : a) Le premier alinéa est ainsi rédigé : « La saisine du juge de l'exécution aux fins de suspensions des procédures d'exécution, peut intervenir avant la décision de recevabilité visée à l'article L. 331‑3, à l'initiative du président de la commission, du délégué de ce dernier et du représentant local de la Banque de France. » b) Le deuxième alinéa est complété par une phrase ainsi rédigée : « Lorsque le juge accueille la demande introduite dans les conditions prévues au premier alinéa […]	L331-5 (1993-07-27) La commission dresse l'état d'endettement du débiteur. Celui-ci est tenu de lui déclarer les éléments actifs et passifs de son patrimoine dont il a connaissance. Nonobstant toute disposition contraire, elle peut obtenir communication, auprès des administrations publiques, des établissements de crédit, des organismes de […]	//www.senat.fr/amendements/2008-2009/448/Amdt_105.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« 5° L'article L. 331-5 [...] est ainsi modifié : a) [...] b) [...] c) [...] » : modification explicite, lignée 1993-2016 cohérente avec le dossier 2008-2009.	« L'article L. 331-5 du code de la consommation est ainsi modifié » (5° a, b, c), avec réécriture du premier alinéa reprenant la logique de saisine du juge avant décision de recevabilité. Une seule lignée pour L331-5 : pas d'ambiguïté. Non soutenu, mais cela ne change pas ce que vise le dispositif.		2026-09-21
juste	2289d13cf9131a25	senat	17558	Adopté	M. FAUCONNIER	L121-87	remplacé	JORFDOLE000027383756	art. add. après Article 5	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le dernier alinéa de l’article L. 121-87 du code de la consommation est remplacé par deux alinéas ainsi rédigés : « Par dérogation à l’alinéa précédent et aux dispositions du premier alinéa de l’article L. 121-21-5, si le consommateur qui emménage dans un site sollicite un fournisseur et souhaite que l’exécution de son contrat conclu à distance commence avant la fin du délai de rétractation mentionné à l’article L. 121-21, le fournisseur recueille sa demande expresse, par tous moyens, et transmet le contrat au consommateur conform […]	L121-87 (2007-07-01) L'offre de fourniture d'électricité ou de gaz naturel précise, dans des termes clairs et compréhensibles, les informations suivantes : 1° L'identité du fournisseur, l'adresse de son siège social et son numéro d'inscription au registre du commerce et des sociétés ou tout document équivalent pour les sociétés situées hor […]	//www.senat.fr/amendements/2012-2013/810/Amdt_681.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		« Le dernier alinéa de l'article L. 121-87 [...] est remplacé par deux alinéas ainsi rédigés [...] » : modification explicite d'un alinéa nommé, lignée 2007-2016 cohérente (Hamon, adopté).	« Le dernier alinéa de l'article L. 121-87 du code de la consommation est remplacé par deux alinéas » : le texte proposé est repris presque mot pour mot dans la version du fonds entrée en vigueur le 2014-03-19 (« Par dérogation à l'alinéa précédent et au premier alinéa de l'article L. 121-21-5… »). Amendement adopté, modification directe de l'article nommé.		2026-09-21
