verdict	cle	voie	hote	legi	distance_hote	texte	article_du_texte	numero_cite	code_cite	article_du_fonds	mention_hote	contexte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	128358ba8e9819a9	declaree	nomme	oui	-12	assemblee/14-ta-pdf-2934-1-art_49-3.pdf	51	L141-1	code de la consommation		it, au moins trois jours avant. » ; 8° 6° Le 4° de l’article 53 est abrogé. II. – Après le III de l’article L. 141-1 du code de la consommation, il est inséré un III bis ainsi rédigé : « III bis. – Sont recherchés et constatés, dans les conditions fixées au II du présent article,	re Ier est complété par un article 10-1 ainsi rédigé : « Art. 10-1. – Lorsque, pour vérifier le respect du troisième alinéa de l’article 10 de la présente loi, l’autorité administrative chargée de la concurrence et de la consommation fait usage des pouvoirs mentionnés au 1° du III bis de l’article L. 141-1 du code de la consommation, elle en informe le bâtonnier du barreau concerné par écrit, au moins trois jours avant. » ; 8° 6° Le 4° de l’article 53 est abrogé. II. – Après le III de l’article L. 141-1 du code de la consommation, il est inséré un III bis ainsi rédigé : « III bis. – Sont recherchés et constatés, dans les conditions fixées au II du présent article, les manquements aux dispositions : « 1° Du troisième alinéa de l’article 10 de la loi n° 71-1130 du 31 décembre 1971 portant réforme de certaines professions judiciaires et juridiques, dans le respect du secret professionnel mentionné à l’article 66-5 de la même loi ; ». III. – Les articles 1er, 5, 8, 8-1, 10, 10-1 et 53 de l	http://www.assemblee-nationale.fr/14/ta-pdf/2934-1-art_49-3.pdf	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 51 (13) du texte, II : « Après le III de l'article L. 141-1 du code de la consommation, il est inséré un III bis ainsi rédigé... » — modifie bien l'article cité ; lignée 1, en vigueur au moment du texte (loi Macron, 2015).	Article 51 (13), II : « Après le III de l'article L. 141-1 du code de la consommation, il est inséré un III bis... » — modification directe ; lignée 757 (version du 2015-08-08, loi Macron), correctement identifiée malgré un article_du_fonds vide dans la fiche.		2026-09-21
juste	1384d71eb81668b5	declaree	suppose	oui	1120	senat/leg-tas24-097.html	3 bis aaa	L511-6	code de la consommation	L511-6 (2016-07-01) Les agents sont habilités à rechercher et à constater les infractions ou les manquements aux dispositions suivantes : 1° Les chapitres Ier, II et IV du titre Ier du livre Ier ; 2° Les sections 3, 4, 6, 7, 8 et 9 du chapitre Ier du titre II du livre Ier ; 3° Les chapitres Ier, II, III, IV, V, VI et V […]	t en vigueur le 1er janvier 2026. Le b du même 1° entre en vigueur le 11 août 2026. Article 3 bis AAA (nouveau)  Le code de la consommation est ainsi modifié :  1° La section 3 du chapitre II du titre II du livre Ier est complétée par une sous-section 9 ainsi rédigée : 	er.  « Les modalités et le contenu de cette information sont précisés par arrêté.  « Les sites internet proposant des travaux de rénovation énergétique comportent un lien de redirection vers la plateforme centrale du service public de la performance énergétique de l’habitat.  « Tout manquement au présent article est passible d’une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale. » ;  2° Au 2° de l’article L. 511-6, après les mots : « chapitre Ier », sont insérés les mots : « et la sous-section 9 de la section 3 du chapitre II ». Article 3 bis AAB (nouveau)  Le code des postes et des communications électroniques est ainsi modifié :  1° Au III de l’article L. 32-3, après le mot : « ligne », sont insérés les mots : « ou de messages textuels » ;  2° Au troisième alinéa de l’article L. 34, avant les deux occurrences du mot : « mobile », sont insérés les mots : « fixe ou ». Article 3 bis AAC	https://www.senat.fr/leg/tas24-097.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 3 bis AAA (nouveau) du texte, 2° : « Au 2° de l'article L. 511-6, après les mots : « chapitre Ier », sont insérés les mots... » — modifie bien l'article cité (seule lignée).	Article 3 bis AAA (nouveau) : « 2° Au 2° de l'article L. 511-6, après les mots : « chapitre Ier », sont insérés les mots... » — modification directe, lignée unique.		2026-09-21
juste	156bb123755eab72	declaree	nomme	oui	-13	senat/petite-loi-ameli-2015-2016-744.html	25	L224-30	code de la consommation	L224-30 (2016-07-01) Tout contrat souscrit par un consommateur avec un fournisseur de services de communications électroniques comporte au moins les informations suivantes sous une forme claire, détaillée et aisément accessible : 1° L'identité et l'adresse du fournisseur ; 2° Les services offerts, leur niveau de qualit […]	électronique », sont insérés les mots : « et à larticle L. 111-7-2 ». (CMP) Article 25 53 I.  Larticle L. 224-30 du code de la consommation est ainsi modifié : 1° Après le 2°, il est inséré un 2° bis ainsi rédigé : « 2° bis Les explications prévues au d du 1 de larticle 4 du	esponsables des produits ou des services faisant lobjet dun avis en ligne de lui signaler un doute sur lauthenticité de cet avis, à condition que ce signalement soit motivé. « Un décret, pris après avis de la Commission nationale de linformatique et des libertés, fixe les modalités et le contenu de ces informations. » ; 2° Au premier alinéa de larticle L. 131-4, après les mots : « voie électronique », sont insérés les mots : « et à larticle L. 111-7-2 ». (CMP) Article 25 53 I.  Larticle L. 224-30 du code de la consommation est ainsi modifié : 1° Après le 2°, il est inséré un 2° bis ainsi rédigé : « 2° bis Les explications prévues au d du 1 de larticle 4 du règlement (UE) 2015/2120 du Parlement européen et du Conseil du 25 novembre 2015 établissant des mesures relatives à laccès à un internet ouvert et modifiant la directive 2002/22/CE concernant le service universel et les droits des utilisateurs au regard des réseaux et services de communications électroniques et le règlemen	http://www.senat.fr/petite-loi-ameli/2015-2016/744.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 25 (53) du texte, I : « L'article L. 224-30 du code de la consommation est ainsi modifié : 1°... 2°... » — modifie bien l'article cité (seule lignée).	Article 25 (53), I : « L'article L. 224-30 du code de la consommation est ainsi modifié : 1° Après le 2°, il est inséré un 2° bis... » — modification directe, lignée unique.		2026-09-21
juste	16529669b500f2e7	declaree	nomme	oui	78	senat/petite-loi-ameli-2012-2013-751.html	18	L311-4	code de la consommation	L311-4 (1993-07-27) Toute publicité faite, reçue ou perçue en France qui, quel que soit son support, porte sur l'une des opérations de crédit visées à l'article L. 311-2, doit : 1° Préciser l'identité du prêteur, la nature, l'objet et la durée de l'opération proposée ainsi que le coût total et, s'il y a lieu, le taux e […]	(Suppression maintenue en commission mixte paritaire) Chapitre II III Assurance-emprunteur (CMP) Article 18 60 I.  Le code de la consommation est ainsi modifié : 1° Le dernier alinéa de larticle L. 311-4 est supprimé ; 2° Après le même article L. 311-4, il est inséré un articl	nnels est réglée par une convention écrite entre le client et son établissement de crédit. « Les principales stipulations que cette convention de compte doit comporter, notamment les modalités daccès à la médiation, sont précisées par un arrêté du ministre chargé de léconomie. » Article 17 quinquies (Suppression maintenue en commission mixte paritaire) Chapitre II III Assurance-emprunteur (CMP) Article 18 60 I.  Le code de la consommation est ainsi modifié : 1° Le dernier alinéa de larticle L. 311-4 est supprimé ; 2° Après le même article L. 311-4, il est inséré un article L. 311-4-1 ainsi rédigé : « Art. L. 311-4-1.  Lorsquun prêteur propose habituellement des contrats de crédit assortis dune proposition dassurance ayant pour objet la garantie de remboursement du crédit, toute publicité mentionnée au premier alinéa de larticle L. 311-4 diffusée pour son compte sur ces contrats mentionne le coût de lassurance, à laide de lexemple représentatif mentionné au même premier alin	http://www.senat.fr/petite-loi-ameli/2012-2013/751.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 18 (60) du texte, 1° : « Le dernier alinéa de l'article L. 311-4 est supprimé » — modifie bien l'article cité (seule lignée).	Article 18 (60) : « 1° Le dernier alinéa de l'article L. 311-4 est supprimé » — modification directe, lignée unique.		2026-09-21
juste	174c31a107e234c5	declaree	suppose	oui	1681	assemblee/14-ta-pdf-2934-1-art_49-3.pdf	134	L111-6-1	code de la consommation	L111-6-1 (2015-08-08) Tout manquement aux articles L. 111-5 et L. 111-5-1 est passible d'une amende administrative dont le montant ne peut excéder 75 000 € pour une personne physique et 375 000 € pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2.	(Supprimé) (S1) Article 33 nonies (Supprimé) (AN NL) Article 134 33 decies Le chapitre Ier du titre Ier du livre Ier du code de la consommation est ainsi modifié : 1° Après l’article L. 111-5, il est inséré un article L. 111-5-1 ainsi rédigé : « Art. L. 111-5-1. – Sans préjudice	mateurs, la personne mentionnée au premier alinéa du présent article est également tenue de mettre à leur disposition un espace leur permettant de communiquer aux consommateurs les informations prévues à l’article L. 121-17.      – 159 – « Le contenu de ces informations et leurs modalités de communication sont fixés par décret. » ; 2° À la première phrase de l’article L. 111-6, la référence : « et à l’article L. 111-5 » est supprimée ; 3° Après l’article L. 111-6, il est inséré un article L. 111-6-1 ainsi rédigé : « Art. L. 111-6-1. – Tout manquement aux articles L. 111-5 et L. 111-5-1 est passible d’une amende administrative dont le montant ne peut excéder 75 000 € pour une personne physique et 375 000 € pour une personne morale. L’amende est prononcée dans les conditions prévues à l’article L. 141-1-2. » Section 2 Améliorer le financement (AN NL) Article 135 34 (AN 1) I. – Le code général des impôts est ainsi modifié : 1° Le I de l’article 80 quaterdecies est ainsi rédigé : « I	http://www.assemblee-nationale.fr/14/ta-pdf/2934-1-art_49-3.pdf	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 134 (33 decies) du texte, 3° : « Après l'article L. 111-6, il est inséré un article L. 111-6-1 ainsi rédigé... » — crée bien l'article cité, texte identique à l'article du fonds (seule lignée).	Article 134 (33 decies) : « 3° Après l'article L. 111-6, il est inséré un article L. 111-6-1 ainsi rédigé... » — création directe, lignée unique (version 2015-08-08 conforme).		2026-09-21
juste	175f9a7ce47fa99c	declaree	nomme	oui	-12	senat/petite-loi-ameli-2013-2014-356.html	10	L331-3	code de la consommation		abitation. » I bis.  (Supprimé) II.  I ter A.  À la seconde phrase du septième alinéa du II de larticle L. 331-3 du code de la consommation, après le mot : « département, », sont insérés les mots : « la commission de coordination des actions de prévention des expulsions locat	le respect de lobligation prévue au premier alinéa de larticle 6 de la présente loi. » ; 6° Les trois derniers alinéas sont supprimés ; 7° Il est ajouté un VI ainsi rédigé : « VI.  La notification de la décision de justice prononçant lexpulsion indique les modalités de saisine et ladresse de la commission de médiation prévue à larticle L. 441-2-3 du code de la construction et de lhabitation. » I bis.  (Supprimé) II.  I ter A.  À la seconde phrase du septième alinéa du II de larticle L. 331-3 du code de la consommation, après le mot : « département, », sont insérés les mots : « la commission de coordination des actions de prévention des expulsions locatives prévue à larticle 7-2 de la loi n° 90-449 du 31 mai 1990 visant à la mise en uvre du droit au logement, ». III.  I ter.  La section 2 du chapitre II du titre III du livre III du même code est ainsi modifiée : 1° À la première phrase du deuxième alinéa de larticle L. 332-5, après la première occurrence du mot : « débi	http://www.senat.fr/petite-loi-ameli/2013-2014/356.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 10 (27) du texte, II / I ter A : « À la seconde phrase du septième alinéa du II de l'article L. 331-3 ... après le mot : « département, », sont insérés les mots... » ; la version 2014 de L. 331-3 (lignée 1) contient bien « Dans chaque département... » au septième alinéa du II.	Article 10 (27), II (« I ter A ») : « À la seconde phrase du septième alinéa du II de l'article L. 331-3 du code de la consommation, après le mot : « département, », sont insérés les mots... » — modification directe ; lignée 1786 (version du 2014-01-01), correctement identifiée malgré un article_du_fonds vide.		2026-09-21
juste	191abe9af1ab8ee4	citation	suppose	oui	261	assemblee/dyn-17-textes-l17b1368_texte-adopte-commission	3 bis aaa	L122-26	code de la consommation	L122-26 (2025-07-02) Tout support de promotion ou de publicité proposant des travaux de rénovation énergétique fait mention de l'existence et du rôle du service public de la performance énergétique de l'habitat défini aux articles L. 232-1 à L. 232-3 du code de l'énergie. Les modalités et le contenu de cette informatio […]	octroyée. » III. – Les aa à a ter et le b bis du 1° du A du II entrent en vigueur le 11 août 2026. Article 3 bis AAA Le code de la consommation est ainsi modifié : 1° La section 3 du chapitre II du titre II du livre Ier est complétée par une sous-section 9 ainsi rédigée : « Sous-	écision de suspension de l’agrément, prise sur le fondement du II, le ménage conserve le bénéfice de l’aide financière octroyée. » III. – Les aa à a ter et le b bis du 1° du A du II entrent en vigueur le 11 août 2026. Article 3 bis AAA Le code de la consommation est ainsi modifié : 1° La section 3 du chapitre II du titre II du livre Ier est complétée par une sous-section 9 ainsi rédigée : « Sous-section 9 « Information sur l’existence du service public de la performance énergétique de l’habitat « Art. L. 122-26. – Tout support de promotion ou de publicité proposant des travaux de rénovation énergétique fait mention de l’existence et du rôle du service public de la performance énergétique de l’habitat défini aux articles L. 232-1 à L. 232-3 du code de l’énergie. « Les modalités et le contenu de cette information sont précisés par arrêté. « Les sites internet proposant des travaux de rénovation énergétique comportent un lien de redirection vers le site internet du service public de la pe	https://www.assemblee-nationale.fr/dyn/17/textes/l17b1368_texte-adopte-commission	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 3 bis AAA du texte (adopté en commission), 1° : « ... est complétée par une sous-section 9... « Art. L. 122-26. – Tout support de promotion ou de publicité... » — crée bien l'article cité (seule lignée).	Article 3 bis AAA : « 1° La section 3 du chapitre II du titre II du livre Ier est complétée par une sous-section 9... « Art. L. 122-26. – Tout support de promotion... » — création directe, lignée unique.		2026-09-21
juste	191d8328ef6ce32e	declaree	suppose	oui	1679	senat/petite-loi-ameli-2014-2015-123.html	34	L121-34-2	code de la consommation	L121-34-2 (2014-06-14) Lorsqu'un professionnel contacte un consommateur par téléphone dans les conditions mentionnées à l'article L. 121-20, l'utilisation d'un numéro masqué est interdite. Le numéro affiché avant l'établissement de l'appel en application du premier alinéa du présent article est affecté au professionnel […]	code général des impôts relatifs aux impositions dues à compter de cette même date. (CMP) Article 34 54 Le livre Ier du code de la consommation est ainsi modifié : 1° Le 1° de l'article L. 121-15 est ainsi rédigé : « 1° Sur une opération commerciale soumise à autorisation ou à dé	ontrat préliminaire ou de cette promesse. « Pour les contrats ayant pour objet la construction de biens immobiliers, le délai de rétractation court à compter de leur conclusion. » ; c) b) À la première phrase de l'article L. 121-22, après le mot : « articles », est insérée la référence : « L. 121-17, » ; d) c) Est ajoutée une sous-section 10 ainsi rédigée : « Sous-section 10 « Dispositions communes « Art. L. 121-25.  Les dispositions de la présente section sont d'ordre public. » ; 3° L'article L. 121-34-2 est complété par un alinéa ainsi rédigé : « Tout manquement au présent article est passible d'une amende administrative dont le montant ne peut excéder 3 000  pour une personne physique et 15 000  pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2. » ; 4° 3° bis La section 6 du chapitre Ier du titre II est ainsi modifiée : a) L'article L. 121-36 est ainsi rédigé : « Art. L. 121-36.  Les pratiques commerciales mises en uvre par les	http://www.senat.fr/petite-loi-ameli/2014-2015/123.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 34 (54) du texte, 3° : « L'article L. 121-34-2 est complété par un alinéa ainsi rédigé... » — modifie bien l'article cité (seule lignée).	Article 34 (54) : « 3° L'article L. 121-34-2 est complété par un alinéa ainsi rédigé... » — modification directe, lignée unique.		2026-09-21
juste	194a16e19b0e6e3d	declaree	suppose	oui	3095	senat/petite-loi-ameli-2016-2017-301.html	5	L454-1	code de la consommation	L454-1 (2016-07-01) Le délit de tromperie est constitué par la violation de l'interdiction prévue à l'article L. 441-1. Il est puni d'une peine d'emprisonnement de deux ans et d'une amende de 300 000 euros.	pter du 1er janvier 2018, aux contrats dassurance en cours dexécution à cette date. (AN1) Article 5 11 Le livre IV du code de la consommation est ainsi modifié : 1° Larticle L. 412-1 est ainsi modifié : a) Les trois premiers alinéas sont ainsi rédigés : « I.  Des décrets en C	pectivement, les sections 2 à 4 ; b) Larticle L. 451-1 devient larticle L. 451-1-1 ; c) Est rétablie une section 1 ainsi rédigée : « Section 1 « Obligation générale de conformité « Art. L. 451-1.  Le fait pour lopérateur de ne pas procéder à linformation prévue à larticle L. 411-2 est puni dune peine dun an demprisonnement et de 150 000 euros damende. » ; d) Au début de lintitulé de la section 3, telle quelle résulte du a, il est ajouté le mot : « Autres » ; 6° Au début de larticle L. 454-1, les mots : « Le délit de tromperie est constitué par la violation de linterdiction prévue à larticle L. 441-1. Il est puni » sont remplacés par les mots : « La violation de linterdiction prévue à larticle L. 441-1 est punie » ; 7° Au début du premier alinéa de larticle L. 454-3, les mots : « Linterdiction » sont remplacés par les mots : « La violation de linterdiction ». (CMP) Article 6 12 Le livre V du code de la consommation est ainsi modifié : 1° À la fin de larticle L. 511‑	http://www.senat.fr/petite-loi-ameli/2016-2017/301.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 5 (11) du texte, 6° : « Au début de l'article L. 454-1, les mots : « Le délit de tromperie est constitué... » sont remplacés par les mots... » — modifie bien l'article cité, correspond exactement à l'article du fonds avant modification (seule lignée).	Article 5 (11) : « 6° Au début de l'article L. 454-1, les mots : «Le délit de tromperie...» sont remplacés par les mots : «La violation de l'interdiction...» » — modification directe, lignée unique.		2026-09-21
juste	1962053ef6aa8248	declaree	nomme	oui	57	senat/petite-loi-ameli-2012-2013-751.html	22	L331-6	code de la consommation	L331-6 (1993-07-27) La commission s'efforce de concilier les parties en vue de l'élaboration d'un plan conventionnel de règlement. Il est tenu compte de la connaissance que pouvait avoir chacun des prêteurs, lors de la conclusion des différents contrats, de la situation d'endettement du débiteur.	mune des principaux frais et services bancaires que les banques sont tenues de respecter. » (CMP) Article 22 68 I.  Le code de la consommation est ainsi modifié : 1° Larticle L. 331-6 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : « I.  » ; b) Le d	en place par le présent article entre en vigueur dix-huit mois après la publication du décret mentionné à la première phrase. » (AN1) Article 21 bis 67 Larticle L. 314-7 du même code est complété par un V ainsi rédigé : « V.  Un décret pris sur avis du comité consultatif du secteur financier établit une dénomination commune des principaux frais et services bancaires que les banques sont tenues de respecter. » (CMP) Article 22 68 I.  Le code de la consommation est ainsi modifié : 1° Larticle L. 331-6 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : « I.  » ; b) Le dernier alinéa est supprimé ; c) Il est ajouté un II ainsi rédigé : « II.  Toutefois, lorsque la situation du débiteur, sans quelle soit irrémédiablement compromise au sens du troisième alinéa de larticle L. 330-1, ne permet pas de prévoir le remboursement de la totalité de ses dettes et que la mission de conciliation de la commission paraît de ce fait manifestement vouée à léchec, la commis	http://www.senat.fr/petite-loi-ameli/2012-2013/751.html	juste		agent:claude-sonnet-5	agent:claude-sonnet-5		Article 22 (68) du texte, 1° : « L'article L. 331-6 est ainsi modifié : a)... b)... c)... » — modifie bien l'article cité (seule lignée).	Article 22 (68) : « 1° L'article L. 331-6 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : «I.»; b) Le dernier alinéa est supprimé... » — modification directe, lignée unique.		2026-09-21
