verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
faux	0469e03ffaffcabc	senat	95	Retiré	Mme LAMURE	L121-21-7	44	sans visée	alinea	senat/leg-pjl12-810.html	5	Article 5	prend pas les mentions prévues au deuxième alinéa des articles L. 121-18-1 et L. 121-19-2. « Art. L. 121-21-7. - (Non modifié) L'exercice du droit de rétractation met fin à l'obligation des parties so	Alinéa 110 Compléter cet alinéa par une phrase ainsi rédigée : Un décret du ministre chargé de l’économie fixe la liste des services qui doivent être considérés comme pleinement exécutés au sens du présent article dès lors que ces services ont commencé à être utilisés ;	L'exercice du droit de rétractation met fin à l'obligation des parties soit d'exécuter le contrat à distance ou le contrat hors établissement, soit de le conclure lorsque le consommateur a fait une offre. L'exercice du droit de rétractation d'un contrat principal à distance ou hors établissement met automatiquement fin […]	//www.senat.fr/amendements/2012-2013/810/Amdt_95.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 110 de l'article 5, compté depuis le premier alinéa du texte, est le 1° de l'article L. 121-21-8 (« De fourniture de services pleinement exécutés avant la fin du délai de rétractation… », chapeau à l'alinéa 109) ; L. 121-21-7 occupe les alinéas 107-108. La phrase insérée (décret fixant la liste des services « considérés comme pleinement exécutés au sens du présent article ») ne complète que ce 1°, seul alinéa de l'article 5 contenant « pleinement exécutés », alors que L. 121-21-7 ignore cette notion : l'amendement porte sur L. 121-21-8, pas sur L. 121-21-7.	L'alinéa 110 de l'article 5 du texte est le 1° de l'article L. 121-21-8 (« De fourniture de services pleinement exécutés… »), que le dispositif vient préciser par le décret sur la liste des services pleinement exécutés ; il ne relève donc pas de L. 121-21-7, qui n'est visé que par la fenêtre de preuve du porte_sur. L'amendement porte en réalité sur L. 121-21-8, pas sur L. 121-21-7.	Dans le texte 810, L. 121-21-7 n'apparaît qu'une fois, marqué « (Non modifié) » : aucune instruction de l'article 5 ne le réécrit, donc l'alinéa 110 ne peut relever d'une instruction le réécrivant. Le dispositif (« décret fixant la liste des services considérés comme pleinement exécutés ») vise la notion de l'article L. 121-21-8 1°, non celle de L. 121-21-7 ; la fenêtre n'aligne l'alinéa que sur le bloc voisin (2° de L. 121-21-6 / affichage non modifié de L. 121-21-7).	2026-09-19
juste	04753b79a829f2ae	assemblee	173	Rejeté	M. Thierry Benoit	L121-18-2	45	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	5	ART. 5	accompagné du formulaire type de rétractation mentionné au 2° du I de l’article L. 121-17. « Art. L. 121-18-2. – Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque f	À l’alinéa 49, après le mot : « agréé », insérer les mots : « ou déclaré ».	Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque forme que ce soit, de la part du consommateur avant l'expiration d'un délai de sept jours à compter de la conclusion du contrat hors établissement. Toutefois, ne sont pas soumis au premier alinéa : 1° La souscription à domicile d'un a […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 49 de l'article 5 du texte, compté alinéa par alinéa, est le 2° du nouvel Art. L. 121-18-2 (« proposés par un organisme agréé »), seule occurrence de « agréé » de l'article avant cet alinéa : l'ancrage du dispositif est unique et exact. Cet alinéa relève de l'instruction du I qui réécrit la section 2 du chapitre Ier du titre II du livre Ier du code de la consommation, créant L. 121-18-2 ; l'amendement modifie donc bien cet article.	L'alinéa 49 de l'article 5 (I A à I C = al. 1) correspond au 2° de l'article L. 121-18-2 (« organisme agréé »), texte inséré par la rédaction de la section 2 (art. 5, I) ; le dispositif y insère « ou déclaré », l'amendement porte donc bien sur L. 121-18-2.	Alinéa 49 de l'article 5 = le 2° de l'instruction Art. L. 121-18-2 (« ...proposés par un organisme agréé ou relevant d'une décision... »), seul alinéa de l'article contenant « agréé », point d'insertion exact du dispositif. Cet alinéa relève de l'instruction qui réécrit L121-18-2 du code de la consommation (section 2 du chapitre Ier du titre II du livre Ier), visé par la fiche.	2026-09-19
juste	047b66b3a7b24f02	senat	94	Retiré	Mme LAMURE	L111-2	9	sans visée	alinea	senat/leg-pjl12-810.html	4	Article 4	a nécessité d'une consommation sobre et respectueuse de la préservation de l'environnement. « Art. L. 111-2. - (Non modifié) I. - Outre les mentions prévues à l'article L. 111-1, tout professionnel,	Alinéa 10, première phrase Après le mot : électroniques, insérer les mots : lorsqu’elles sont disponibles,	Le professionnel vendeur de biens meubles doit, en outre, indiquer au consommateur la période pendant laquelle il est prévisible que les pièces indispensables à l'utilisation du bien seront disponibles sur le marché. Cette période est obligatoirement portée à la connaissance du professionnel par le fabricant ou l'impor […]	//www.senat.fr/amendements/2012-2013/810/Amdt_94.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 10 de l'article 4 du texte (comptage avec les intitulés « CHAPITRE IER » et « Obligation générale… ») est le paragraphe « Art. L. 111-2. - I. - Outre les mentions… » issu de l'instruction « Le chapitre Ier du titre Ier du livre Ier du code de la consommation est ainsi rédigé » ; sa première phrase contient « coordonnées postales, téléphoniques et électroniques », seule occurrence de « électroniques » de l'article et ancre exacte du dispositif. L'amendement modifie donc bien le nouvel article L111-2 du code de la consommation ; « (Non modifié) » est une notation de navette, pas une absence de réécriture.	Le dispositif vise l'alinéa 10 de l'article 4, qui est le I de l'article L. 111-2 réécrit par l'article 4 I ; le mot « électroniques » n'apparaît qu'à cet alinéa, et l'exposé de l'amendement confirme (information précontractuelle de services). La cible L111-2 est bien établie, la voie alinea tranche malgré les 9 cibles de l'article.	Alinéa 10 de l'article 4 est le paragraphe « Art. L. 111-2 - (Non modifié) I. - Outre les mentions... » (chapeau et intitulés comptés), et sa première phrase est la seule de l'article à contenir le mot « électroniques » que le dispositif vise. L'insertion porte donc bien sur l'instruction réécrivant L111-2 ; les 9 cibles de l'article 4 (L111-1 à L111-6, L113-3, L113-3-1, L113-3-2) collent.	2026-09-19
juste	04947cc94f40f73a	assemblee	830	Rejeté	Mme Annie Genevard	L423-1	18	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	tion de groupe « Section 1 « Champ d’application de l’action de groupe et qualité pour agir « Art. L. 423-1. – Une association de défense des consommateurs représentative au niveau national et agréée	Supprimer l’alinéa 8.	Une association de défense des consommateurs représentative au niveau national et agréée en application de l'article L. 411-1 peut agir devant une juridiction civile afin d'obtenir la réparation des préjudices individuels subis par des consommateurs placés dans une situation similaire ou identique et ayant pour cause c […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	Voie alinea : « Supprimer l'alinéa 8 » de l'article 1er du texte commission r1156. En comptant les alinéas (1 chapeau, 2-5 divisions, 6 « Art. L. 423-1. – … », 7 le 1°), l'alinéa 8 est le 2° de L. 423-1 du code de la consommation, créé par l'instruction unique de l'article 1er — celle que retient la fenêtre. Le compte est corroboré par l'amendement voisin 829 (après l'alinéa 9 = dernier alinéa de L. 423-1).	L'alinéa 8 de l'article 1er est le 2° de l'Art. L. 423-1 (« pratiques anticoncurrentielles ») : la dernière instruction de porte_sur avant sa fin est L. 423-1 (offset 3972), L. 423-2 ne venant qu'à 4869 ; l'exposé de l'amendement 830 confirme qu'il vise à exclure la concurrence du champ de l'action de groupe. L'amendement portait donc bien sur L. 423-1.	Supprimer l'alinéa 8 vise l'alinéa « b) Ou lorsque ces préjudices résultent de pratiques anticoncurrentielles… » : en comptant les alinéas de l'article 1er (même numérotation dans le projet n°1015 et dans le texte de commission r1156), cet alinéa relève du bloc du nouvel art. L. 423-1, que la fenêtre donne comme instruction retenue. L'amendement portait donc bien sur l'article L423-1 du code de la consommation.	2026-09-19
juste	04b114473d45ba19	senat	69 rect.	Retiré	M. GILLES	L121-117	8	sans visée	alinea	senat/leg-pjl14-530.html	19 quater	Article 19 quater	4° Après l'article L. 121-116, tel qu'il résulte du 1° du présent VI, il est inséré un article L. 121-117 ainsi rédigé : « Art. L. 121-117 . - Tout professionnel qui commercialise des prestations d'en	1° Alinéa 24 Remplacer le mot : Permet par les mots : peut proposer 2° Alinéas 28 et 29 Supprimer ces alinéas.	Tout professionnel qui commercialise des prestations d'entretien ou de réparation de véhicules automobiles permet aux consommateurs d'opter pour l'utilisation, pour certaines catégories de pièces de rechange, de pièces issues de l'économie circulaire à la place de pièces neuves. Un décret en Conseil d'Etat établit la l […]	//www.senat.fr/amendements/2014-2015/530/Amdt_69.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	Le 1° du dispositif remplace « Permet » par « peut proposer » à l'alinéa 24 de l'article 19 quater : le comptage des alinéas dans le texte montre que l'alinéa 24 est le premier alinéa de l'article L. 121-117 inséré par le 4° du VI, et « permet » n'apparaît qu'à cet alinéa — l'amendement modifie donc bien L. 121-117 du code de la consommation. La suppression des alinéas 28-29 relève de l'insertion de L. 121-119, mais cela ne contredit pas l'arête, qui porte sur L. 121-117 via l'alinéa 24.	Le 1° du dispositif remplace « Permet » par « peut proposer » à l'alinéa 24 ; le comptage des alinéas de l'article 19 quater montre que l'alinéa 24 est le premier alinéa de l'article L. 121-117 inséré par le 4° du VI, et « permet » n'y apparaît qu'à cet endroit : l'amendement modifie donc bien L. 121-117 du code de la consommation. La suppression des alinéas 28-29 porte sur L. 121-119, mais l'arête, qui vise L. 121-117 via l'alinéa 24, reste vraie.	En comptant les alinéas de l'article 19 quater, l'alinéa 24 est le premier alinéa du nouvel article L. 121-117 (instruction 4° du VI) et le seul contenant le mot « Permet » que le 1° du dispositif remplace par « peut proposer » : l'amendement portait bien sur L. 121-117. Les alinéas 28-29 (2° du dispositif) relèvent en revanche de l'instruction 5° et touchent L. 121-119, mais cela ne dément pas la cible retenue.	2026-09-19
juste	04db3dfcc80b6963	assemblee	276	Rejeté	M. Lionel Tardy	L121-16-2	38	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	5	ART. 5	ente pas de rapport direct avec l’activité du professionnel, personne physique, sollicité. « Art. L. 121-16-2. – La présente section s’applique aux contrats portant sur la fourniture d’eau, de gaz ou	Après l’alinéa 27, insérer l’alinéa suivant : « Art. L. 121‑16‑3. –Sont également soumises aux dispositions de la présente section les opérations visant à proposer la vente, la location, la location-vente ou la location avec option d’achat de biens ou de fournitures de services, délivrées à l’occasion d’une foire ou d’un salon tels que définis par les décrets n° 69‑948 du 10 octobre 1969 relatif aux manifestations co […]	La présente section s'applique aux contrats portant sur la fourniture d'eau, de gaz ou d'électricité lorsqu'ils ne sont pas conditionnés dans un volume délimité ou en quantité déterminée ainsi que sur la fourniture de chauffage urbain et de contenu numérique non fourni sur un support matériel.		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	Le dispositif ancre l'insertion après l'alinéa 27 de l'article 5 ; le décompte des alinéas du texte (intertitres inclus, aucun paragraphe vide) donne bien à l'alinéa 27 le paragraphe « Art. L. 121-16-2. – La présente section s'applique… », qui réécrit l'article L. 121-16-2 du code de la consommation, conforme à l'article du fonds. L'insertion d'un nouveau L. 121-16-3 immédiatement après confirme cet ancrage : tout autre décompte placerait l'alinéa 27 au milieu de L. 121-17.	Le dispositif ancre l'insertion après l'alinéa 27 de l'article 5 ; le décompte des alinéas non vides (chapeau = alinéa 1) donne bien à l'alinéa 27 le paragraphe « Art. L. 121-16-2. – La présente section s'applique… », dont la cible interne est L. 121-16-2 du code de la consommation, identique à l'article du fonds. L'insertion immédiate d'un L. 121-16-3 après cet alinéa confirme l'ancrage.	Dispositif : « Après l'alinéa 27, insérer… Art. L. 121-16-3 ». En comptant les alinéas de l'article 5 (titre non compté, chapeau = alinéa 1), l'alinéa 27 est l'instruction « Art. L. 121-16-2. – La présente section s'applique… » (ligne 618 du texte), qui réécrit bien L121-16-2 du code de la consommation ; l'insertion d'un L121-16-3 juste après confirme que l'amendement portait sur cet article.	2026-09-19
faux	051ad137ebfded3a	assemblee	26	Adopté	M. Sébastien Denaja	L213-4	5	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	65	ART. 65	manquement, à 10 % du chiffre d’affaires réalisé lors de l’exercice précédent. » V. – L’article L. 213-4 du même code est ainsi modifié : 1° Au premier alinéa, le montant : « 4 500 euros » est remplac	À l’alinéa 29, substituer aux mots : « expose à » les mots : « présente ou est susceptible de présenter ».	Seront punis d'une amende de 500 F à 30 000 F et d'un emprisonnement de six jours au moins et de trois mois au plus ou de l'une de ces deux peines seulement ceux qui, sans motifs légitimes, seront trouvés détenteurs dans tous les lieux de fabrication, de production, de conditionnement, de stockage, de dépôt ou de vente […]		faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 29 de l'article 65 relève du X, qui complète l'article L. 218-7 du code de la consommation, et non du V qui modifie L. 213-4 (alinéas 22-25). La substitution « expose à » → « présente ou est susceptible de présenter » vise exactement la phrase ajoutée à L. 218-7 (« …lorsque le non-respect des mesures ordonnées expose à un danger pour la santé publique… »), seule occurrence de « expose à » dans l'article ; l'amendement portait donc sur L. 218-7.	Les mots « expose à » que l'amendement substitue n'apparaissent qu'à l'alinéa 29 de l'article 65, qui relève de l'instruction X complétant l'article L. 218-7 du code de la consommation ; l'instruction V. portant sur L. 213-4 (fenêtre) ne contient pas ces mots. L'alinéa cité relève donc d'un autre article du code, l'arête est fausse.	Les mots « expose à » que l'amendement substitue n'apparaissent qu'à l'alinéa 29 de l'article 65, qui relève de l'instruction X. complétant l'article L218-7 du même code, et non de l'instruction V. portant sur L213-4 (visible dans la fenêtre, qui ne contient pas « expose à »). L'alinéa cité relève donc d'une autre instruction, sur un autre article du code.	2026-09-19
juste	054b6d9ab8de654d	senat	94 rect.	Rejeté	M. COURTEAU	L121-91	4	sans visée	alinea	senat/leg-pjl09-644.html	9	Article 9	alinéa du même article L. 121-89, les mots : « directement ou » sont supprimés ; 8° L'article L. 121-91 est complété par trois alinéas ainsi rédigés : « Cet arrêté précise également les différents m	Après l'alinéa 14 Insérer un alinéa ainsi rédigé : « La facturation de la première année d'abonnement repose sur la consommation réelle de l'abonné.	Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une facturation en fonction de l'énergie consommée. Les factures de fourniture de gaz naturel et d'électricité sont présentées dans les conditions fixées par un arrêté du ministre chargé de la consommation et du ministre chargé de l'éne […]	//www.senat.fr/amendements/2009-2010/644/Amdt_94.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 14 de l'article 9 (compté depuis « I. - La section 12… ») est l'alinéa « En cas de facturation terme à échoir ou fondée sur un index estimé… », deuxième des trois alinéas que le 8° ajoute à l'article L. 121-91 du code de la consommation ; l'insertion « après l'alinéa 14 » tombe donc bien dans le complément de L. 121-91 — et même en comptant l'intitulé comme premier alinéa, l'alinéa 14 (« Cet arrêté précise également… ») relève du même 8°. Le contenu inséré (facturation fondée sur la consommation réelle) cohère avec l'article du fonds sur la facturation des fournitures d'électricité ou de gaz.	L'alinéa 14 de l'article 9 est la deuxième des trois citations ajoutées à l'article L. 121-91 par le 8° (vérifié par recoupement : l'amendement 273 vise l'alinéa 13 = « Cet arrêté précise… », 272 l'alinéa 10, 92 l'alinéa 3). Insérer après cet alinéa porte donc bien sur L. 121-91, dont le 8° réécrit l'article ; le contenu (facturation sur consommation réelle) relève du même dispositif.	Dans l'article 9 du projet (leg-pjl09-644), l'alinéa 14 est le dernier des trois alinéas que le 8° ajoute à l'article L. 121-91 du code de la consommation ; l'insertion « après l'alinéa 14 » tombe donc dans la rédaction de L. 121-91, avant le 9° (L. 121-92). L'alinéa inséré porte sur la facturation, en sujet avec L. 121-91.	2026-09-19
juste	0576a2bf77572b6d	senat	434 rect.	Retiré	Mme PROCACCIA	L121-18-2	44	sans visée	alinea	senat/leg-pjl12-810.html	5	Article 5	accompagné du formulaire type de rétractation mentionné au 2° du I de l'article L. 121-17. « Art. L. 121-18-2. - (Non modifié) Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie,	Alinéa 49 1° Après le mot : agréé insérer les mots : ou déclaré 2° Après les mots : fourniture de services mentionnés rédiger ainsi la fin de cet alinéa : à l’article L. 7231-1 du code du travail.	Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque forme que ce soit, de la part du consommateur avant l'expiration d'un délai de sept jours à compter de la conclusion du contrat hors établissement. Toutefois, ne sont pas soumis au premier alinéa : 1° La souscription à domicile d'un a […]	//www.senat.fr/amendements/2012-2013/810/Amdt_434.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	L'alinéa 49 de l'article 5, compté dans leg-pjl12-810, est le 2° des exceptions du « Art. L. 121-18-2 » inséré (« contrats à exécution successive… proposés par un organisme agréé… fourniture de services mentionnés aux 1° et 2° de l'article L. 7231-1 du code du travail ») : les deux ancres du dispositif (« agréé », « fourniture de services mentionnés ») et la chute réécrite y correspondent exactement. L'instruction qui gouverne cet alinéa (alinéa 46, avant « Art. L. 121-19 » à l'alinéa 55) réécrit bien l'article L. 121-18-2 du code de la consommation.	L'alinéa 49 de l'article 5 du texte (compté sur l'ensemble des paragraphes) est bien le 2° de l'article L. 121-18-2 réécrit par l'article 5 : le dispositif de l'amendement (« agréé », « fourniture de services mentionnés », « L. 7231-1 du code du travail ») y correspond mot pour mot.	Alinéa 49 de l'article 5 du texte déposé (compté depuis le chapeau, convention calibrée sur les amendements 341 rect. et 125 rect. du même texte) est bien le 2° de la liste « Toutefois » de l'instruction « Art. L. 121-18-2 » : « organisme agréé … fourniture de services mentionnés aux 1° et 2° de l'article L. 7231-1 ». Les deux reprises du dispositif s'appliquent mot pour mot à cet alinéa, donc l'amendement portait sur L121-18-2 du code de la consommation.	2026-09-19
juste	0684f89738c6b880	assemblee	289	Rejeté	M. Damien Abad	L423-1	16	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	1er	ART. PREMIER	tion de groupe « Section 1 « Champ d’application de l’action de groupe et qualité pour agir « Art. L. 423-1. – Une association de défense des consommateurs représentative au niveau national et agréée	À l’alinéa 6, substituer à la troisième occurrence du mot : « des » les mots : « un groupe significatif et identifiable de ».	Une association de défense des consommateurs représentative au niveau national et agréée en application de l'article L. 411-1 peut agir devant une juridiction civile afin d'obtenir la réparation des préjudices individuels subis par des consommateurs placés dans une situation similaire ou identique et ayant pour cause c […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	Dans le texte r1574, l'alinéa 6 de l'article 1er (après l'alinéa introductif, « Chapitre III », « Action de groupe », « Section 1 » et l'intitulé de section) est exactement l'alinéa qui crée l'art. L. 423-1 du code de la consommation. La substitution de la 3e occurrence de « des » (« subis par des consommateurs ») ne s'applique cohéremment qu'à cet alinéa, conforme à l'ARTICLE_DU_FONDS.	Dans l'article 1er du texte, l'alinéa 6 est exactement le paragraphe « Art. L. 423-1 » (les 5 alinéas précédents sont le chapeau, Chapitre III, Action de groupe, Section 1, Champ d'application) ; la 3e occurrence de « des » y est « subis par des consommateurs », remplacée par « un groupe significatif et identifiable de consommateurs ». L'amendement porte donc bien sur L. 423-1.	Alinéa 6 de l'ART. PREMIER = la ligne « Art. L. 423-1. – Une association… » (comptage depuis l'alinéa liminaire : 1. « Le titre II… ainsi rédigé : », 2-5. chapitre/section, 6. L. 423-1). La troisième occurrence de « des » y est celle de « subis par des consommateurs », que « un groupe significatif et identifiable de » vient substituer de façon grammaticalement et matériellement cohérente. L'alinéa visé relève donc bien de l'instruction réécrivant L423-1 du code de la consommation.	2026-09-19
