verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	06f6da5ce0ae64d3	senat	25610	Rejeté	LE GOUVERNEMENT	L141-1	complété	JORFDOLE000029883713	Article 11 quater B (Supprimé)	Rétablir cet article dans la rédaction suivante : I. – Le code de la sécurité sociale est ainsi modifié : 1° L’article L. 165‑9 est ainsi modifié : a) Le premier alinéa est ainsi rédigé : « Le professionnel de santé qui délivre au public un produit ou une prestation d’appareillage des déficients de l’ouïe ou d’optique‑lunetterie inscrit sur la liste mentionnée au premier alinéa de l’article L. 165‑1 remet à l’assuré social ou à son ayant droit, avant la conclusion du contrat de vente, un devis normalisé comportant le prix de vente de chaque produit et de chaque prestation proposés ainsi que le […]	L141-1 (1993-07-27) I. - Sont constatées et poursuivies dans les conditions fixées par les articles 45, premier et troisième alinéa, 46, 47 et 52 de l'ordonnance n° 86-1243 du 1er décembre 1986 relative à la liberté des prix et de la concurrence, reproduits au paragraphe IV ci-après, les infractions aux dispositions prévues au présent cod […]	//www.senat.fr/amendements/2014-2015/371/Amdt_1562.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complet (partie II, au-delà de la fenêtre tronquée) complète le III de l'article L. 141-1 du code de la consommation par un 16° renvoyant au code de la sécurité sociale ; l'article visé et la formule « complété » sont exacts.	La fenêtre tronque le dispositif au premier alinéa (I., code de la sécurité sociale), mais le dispositif complet (ratio-legis.sqlite, amendement 22975 / n° 1562 Sénat, texte 371) se termine par : « II. – Le III de l'article L. 141-1 du code de la consommation est complété par un alinéa ainsi rédigé : 16° De l'article L. 165-9 du code de la sécurité sociale. » Modification réelle du bon article du bon code (consommation), pas une simple citation — le renvoi à L. 141-1-2, lui, est distinct et n'est pas la source de l'arête ; la formule « complété » colle au II.	2026-09-19
juste	071496f0bc6909bd	senat	41761	Irrecevable art. 45, al. 1 C (cavalier)	Mme NADILLE	L122-23	modifié	JORFDOLE000049262627	art. add. après Article 11	Après l’article 11 Insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° L’article L. 122‑23 est ainsi modifié : a) Au premier alinéa, après le mot : « articles », sont insérées les références : « 199 undecies A, 199 undecies C, » ; b) Le 1° est complété par les mots : « , dont, le cas échéant, ceux résultant de la non obtention, du non renouvellement, du retrait ou du transfert de l’autorisation administrative d’exploitation de l’établissement dans lequel se situe le logement concerné ou de tout acte administratif conditionnant une activité prévue dan […]	L122-23 (2016-12-11) Toute publicité relative à une opération d'acquisition de logement destiné à la location et susceptible de bénéficier des dispositions prévues aux articles 199 tervicies, 199 sexvicies et 199 novovicies du code général des impôts : 1° Permet raisonnablement de comprendre les risques afférents à l'investissement ; 2° Co […]	//www.senat.fr/amendements/2023-2024/253/Amdt_311.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif énonce « Le code de la consommation est ainsi modifié : 1° L'article L. 122‑23 est ainsi modifié » puis en détaille les modifications (insertion de références au premier alinéa, complément du 1°). Il modifie donc bien cet article du code de la consommation, et ne se contente pas de le citer ni de le prendre comme ancre.	Le dispositif nomme explicitement l'article L. 122-23 du code de la consommation et le modifie : insertion de références « après le mot articles » au premier alinéa et complément du 1°, points tous deux présents dans la rédaction de l'article du fonds. L'irrecevabilité comme cavalier (art. 45 al. 1 C) porte sur le domaine de la PPL, non sur la cible.	2026-09-19
douteux	072a00b21166afd5	assemblee	3485	Retiré	Mme Pascale Got	L121-107	rédigé	JORFDOLE000027383756	APRÈS ART. 4	Après l’article L. 121‑103 du code de la consommation, est insérée une section 16 ainsi rédigée : « Section 16 « Appellation de « restaurant » « Art. L. 121‑104. - Ne peuvent utiliser l’appellation de « restaurant » que les établissements qui servent aux consommateurs, dans des conditionnements non jetables, des plats préparés et cuisinés sur place à base de produits bruts. « Les produits exclus du périmètre de l’obligation et les conditions d’utilisation de l’appellation « restaurant » sont déterminés par arrêté conjoint des ministres chargés du commerce et de la consommation. « Art. L. 121‑1 […]	L121-107 (2014-10-01) Les contrats mentionnés à l'article L. 121-106 sont écrits, le consommateur n'étant engagé que par sa signature. Ces contrats doivent préciser au moins les informations suivantes sous une forme claire, détaillée et aisément accessible : 1° L'identité du professionnel, ses adresses postale et électronique, ses coordonné […]		juste	faux	désaccord non arbitré	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complet (base, amdt 3485), tronqué dans la fiche, crée une section 16 après L. 121-103 et définit « Art. L. 121-107. – Dans un délai d'un an… » : il crée donc bien l'article L. 121-107, et non une simple ancre (l'ancre est L. 121-103).	Le dispositif vise l'article L. 121-103 comme point d'insertion et crée une section 16 « Appellation de restaurant » (nouveaux art. L. 121-104 s.), sur un sujet sans rapport avec l'art. L121-107 du code (rédaction écrite des contrats de démarchage). Le rattachement à L121-107 tient à la numérotation interne de l'amendement, non à l'article du code visé ; l'art. 4 du texte en discussion réécrit L. 111-1 s., pas L121-107.	2026-09-19
faux	07614d65e424401f	senat	39905	Adopté	M. GONTARD	L131-4	complété	JORFDOLE000043496065	Article 12	Après l’alinéa 3 Insérer deux alinéas ainsi rédigés : …° L’article L. 131‑4 est complété par un alinéa ainsi rédigé : « Les représentants mentionnées aux 3° et 3° bis représentent au moins le cinquième du conseil d’administration. » ;	L131-4 (2016-07-01) Tout manquement aux obligations d'information mentionnées à l'article L. 111-7 en matière d'activité de mise en relation par voie électronique est passible d'une amende administrative dont le montant ne peut excéder 75 000 euros pour une personne physique et 375 000 euros pour une personne morale. Cette amende est pron […]	//www.senat.fr/amendements/2020-2021/724/Amdt_1514.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif dit seulement « L'article L. 131-4 », dans le contexte de l'article 12 du texte qui ouvre par « Le code de l'environnement est ainsi modifié » et y insère un 3° bis ; l'article_du_fonds visé est L131-4 du code de la consommation (amende pour L111-7), un homonyme d'un autre code. L'arête pointe donc le mauvais code.	Le dispositif nomme bien « L'article L. 131-4 est complété », mais dans l'article 12 du texte, qui régit le code de l'environnement (composition du conseil d'administration de l'ADEME, représentantes des 3° et 3° bis) — pas le code de la consommation ; l'article L131-4 visé est celui d'un autre code, le rattachement à l'article du fonds (amende administrative, mise en relation électronique) est faux.	2026-09-19
juste	088f7db6e1949b60	senat	13818	Rejeté	Mme BRICQ	L311-8-1	rédigé	JORFDOLE000020542090	Article 4	Rédiger comme suit le texte proposé par le B du II de cet article pour l'article L. 311‑8‑1 du code de la consommation : « Art. L. 311‑8‑1. - Le prêteur ne peut exciper du montant du crédit sollicité pour limiter l'offre de crédit proposée au consommateur. »	L311-8-1 (2011-05-01) Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur à un seuil fixé par décret, le consommateur doit disposer de la poss […]	//www.senat.fr/amendements/2008-2009/448/Amdt_32.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif de l'amendement 13818 vise explicitement l'article L. 311-8-1 du code de la consommation et le réécrit (« Rédiger comme suit le texte proposé ... pour l'article L. 311-8-1 »), confirmé par l'article 4 B du II du projet insérant cet article (leg-pjl08-448, l. 1774-1791). Il s'agit bien d'une modification de cet article, non d'une simple citation.	Le B du II de l'article 4 du texte n° 448 insère bien un article L311-8-1 « ainsi rédigé » ; l'amendement « Rédiger comme suit le texte proposé par le B du II de cet article pour l'article L. 311-8-1 » vise cet article du code et le modifie (formule rédigé). Subdivision Article 4 correcte, article_du_fonds cohérent (version adoptée du même L311-8-1).	2026-09-19
juste	089fc5b38104d932	assemblee	3661	Rejeté	M. Frédéric Lefebvre	L423-15	rédigé	JORFDOLE000027383756	ART. PREMIER	Rédiger ainsi cet article : Le titre II du livre IV du code de la consommation est complété par un chapitre III ainsi rédigé : « Chapitre III « L’action en réparation des préjudices de consommation « Section 1 « Champ d’application « Art. L. 423‑1. – L’action en réparation des préjudices de consommation a pour objet la réparation du préjudice matériel subi par un nombre significatif de consommateurs, personnes physiques, ayant contracté avec un même professionnel pour la vente d’un produit ou la fourniture d’un service et se trouvant dans des situations de droit ou de fait identiques ou simila […]	L423-15 (2014-03-19) Seule l'association requérante peut participer à une médiation, dans les conditions fixées au chapitre Ier du titre II de la loi n° 95-125 du 8 février 1995 relative à l'organisation des juridictions et à la procédure civile, pénale et administrative, afin d'obtenir la réparation des préjudices individuels mentionnés à […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif (qui réécrit l'article 1er du projet de loi) complète le titre II du livre IV du code de la consommation par un chapitre III qui comporte un « Art. L. 423-15. – Le jugement a autorité de la chose jugée… » ; l'amendement rédige donc bien cet article-là du code de la consommation, conformément à la cible et à la formule déclarées.	Arête vise : le dispositif (l'amendement 3661 en base = AN n° 197 sur BTC1156, même dispositif verbatim que la fenêtre de la fiche) réécrit l'article 1er pour créer le chapitre III du titre II du livre IV du code de la consommation, avec un « Art. L. 423-15 » explicite (L. 423-1 à L. 423-17) : création d'article, pas citation ni ancre, et le code nommé est bien celui de la consommation. L'article du fonds L423-15 (2014-03-19, LEGITEXT000006069565) est bien l'article visé ; que le texte proposé (rejeté) diffère de la version promulguée ne change pas la visée.	2026-09-19
juste	08bb2d9283343a61	senat	17804	Rejeté	LE GOUVERNEMENT	L113-7	rédigé	JORFDOLE000027383756	Article 4	Alinéa 31 Rédiger ainsi cet alinéa : « Art. L. 113-7. – Tout exploitant de parc de stationnement affecté à un usage public applique au consommateur, pour les stationnements d’une durée inférieure à douze heures et payés à la durée, une tarification par pas de quinze minutes au plus.	L113-7 (2015-07-01) Tout exploitant de parc de stationnement affecté à un usage public applique au consommateur, pour les stationnements d'une durée inférieure à douze heures et payés à la durée, une tarification par pas de quinze minutes au plus.	//www.senat.fr/amendements/2013-2014/283/Amdt_225.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif réécrit explicitement l'article L. 113-7 du code de la consommation (« Rédiger ainsi cet alinéa : Art. L. 113-7. – … »), et l'article_du_fonds confirme qu'il s'agit bien de ce code : l'arête est vraie telle qu'énoncée.	Dans le texte n° 283 du Sénat (leg-pjl13-283), l'alinéa 31 de l'article 4 est l'instruction « Art. L. 113-7 » (version « tarification à la minute ») ; l'amendement « Rédiger ainsi cet alinéa » vise donc bien l'article L113-7 du code de la consommation. Sa rédaction « par pas de quinze minutes » correspond exactement à l'article du fonds (2015-07-01, date cohérente avec le V du même article).	2026-09-19
juste	08ea939e098413cf	senat	35274	Retiré	M. MARCHAND	L217-9	complété	JORFDOLE000038746653	art. add. après Article 4	Après l'article 4 Insérer un article additionnel ainsi rédigé : L’article L. 217‑9 du code de la consommation est complété par un alinéa ainsi rédigé : « Tout produit réparé dans le cadre de la garantie légale bénéficie d’une extension de garantie légale de six mois. »	L217-9 (2022-01-01) En cas de défaut de conformité, l'acheteur choisit entre la réparation et le remplacement du bien. Toutefois, le vendeur peut ne pas procéder selon le choix de l'acheteur si ce choix entraîne un coût manifestement disproportionné au regard de l'autre modalité, compte tenu de la valeur du bien ou de l'importance du défa […]	//www.senat.fr/amendements/2018-2019/728/Amdt_568.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif nomme explicitement l'article L. 217-9 du code de la consommation et le complète par un alinéa : c'est une modification de cet article, même code et même numéro que l'arête. Aucune citation ni ancre.	Le dispositif de l'amendement nomme l'article L. 217-9 du code de la consommation et le modifie (« est complété par un alinéa ainsi rédigé »), en accord avec la formule « complété » ; l'article du fonds L217-9 porte sur la garantie légale de conformité, contexte cohérent avec l'extension de six mois visée. Le sort « Retiré » est sans incidence sur ce que visait l'amendement.	2026-09-19
juste	0938d4d10e70b877	senat	34077	Rejeté	M. SUEUR	L223-1	rédigé	JORFDOLE000037775649	Article 5	Rédiger ainsi cet article : Après le mot : « liste », la fin du second alinéa de l’article L. 223‑1 du code de la consommation est ainsi rédigée : « , sauf lorsqu’il s’agit de sollicitations ayant un lien direct avec l’objet d’un contrat en cours ».	L223-1 (2016-07-01) Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]	//www.senat.fr/amendements/2019-2020/464/Amdt_15.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif réécrit expressément la fin du second alinéa de l'article L. 223-1 du code de la consommation (« est ainsi rédigée »), et l'article 5 du texte en discussion porte la même modification : l'amendement modifie bien cet article, sans simple citation ni ancre.	Le dispositif vise nommément l'article L. 223-1 du code de la consommation et en réécrit la fin du second alinéa (« est ainsi rédigée ») : modification et non simple citation. L'article 5 du texte en discussion porte bien cette même instruction, et l'article du fonds (L223-1, 2016-07-01) correspond.	2026-09-19
juste	094b23eb9819d82f	assemblee	4313		M. Philippe Noguès	L116-1	rédigé	JORFDOLE000027383756	APRÈS ART. 4	Le Titre 1er du Livre 1er du code de la Consommation est complété par un chapitre VI ainsi rédigé : « Chapitre VI « Transparence sur les conditions sociales de fabrication d’un produit » « Art. L. 116-1 - Le fabricant, producteur ou distributeur d’un bien commercialisé en France transmet au consommateur qui en fait la demande et qui a connaissance d’éléments sérieux mettant en doute le fait que ce bien a été fabriqué dans des conditions respectueuses des conventions internationales relatives aux droits humains fondamentaux, toute information dont il dispose, portant sur un des éléments ci-aprè […]	"L116-1 (2014-03-19) L'article L. 115-16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : ""Art. L. 115-16. ― Est puni de deux ans d'emprisonnement et d'une amende de 35 800 000 francs CFP le fait : ""1° D'utiliser ou de tenter d'utiliser frauduleusement une indication géographique définie à l'article L. 721-2 du co […]"		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complète le Titre 1er du Livre 1er du code de la consommation par un chapitre VI qui comporte « Art. L. 116-1 » : il crée donc bien cet article, du bon code, et la formule « rédigé » correspond.	Le dispositif de l'amendement 4313 écrit in extenso un « Art. L. 116-1 » du code de la consommation (titre Ier du livre Ier complété par un chapitre VI ainsi rédigé) : c'est une création/réécriture de cet article, pas une simple citation ni un ancrage (« après l'article… »), et le code visé est le bon. La fenêtre confirme d'ailleurs que le code comptait déjà un L116-1 (adaptation de L. 115-16 pour Wallis-et-Futuna) que cette rédaction aurait remplacé.	2026-09-19
juste	09adfa31bf54b5c1	senat	27448	Non soutenu	M. GRAND	L121-1-1	inséré	JORFDOLE000031589829	art. add. après Article 24	Après l’article 24 Insérer un article additionnel ainsi rédigé : Après le 22° de l’article L. 121-1-1 du code de la consommation, il est inséré un alinéa ainsi rédigé : « …° De collecter des données personnelles lors d’une connexion sur les réseaux de communications électroniques en vue d’augmenter artificiellement les prix d’un service ou d’une prestation en ligne à l’occasion d’une connexion ultérieure. »	L121-1-1 (2008-08-06) Sont réputées trompeuses au sens de l'article L. 121-1 les pratiques commerciales qui ont pour objet : 1° Pour un professionnel, de se prétendre signataire d'un code de conduite alors qu'il ne l'est pas ; 2° D'afficher un certificat, un label de qualité ou un équivalent sans avoir obtenu l'autorisation nécessaire ; 3°  […]	//www.senat.fr/amendements/2015-2016/535/Amdt_19.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif vise explicitement l'article L. 121-1-1 du code de la consommation et y insère un alinéa après le 22°, donc l'amendement porte bien sur cet article et le modifie.	Le dispositif vise explicitement l'article L. 121-1-1 du code de la consommation et y insère un alinéa après le 22°, donc modification et non simple citation ; la subdivision déclarée (art. add. après l'article 24) est cohérente avec le dispositif.	2026-09-19
juste	0a7ca4be02ca0ce0	senat	16590	Adopté	Mme DINI	L331-3	inséré	JORFDOLE000026795365	art. add. après Article 22 bis	Après l'article 22 bis Insérer un article additionnel ainsi rédigé : Après le septième alinéa du II de l’article L. 331-3 du code de la consommation, il est inséré un alinéa ainsi rédigé : « Lorsque le débiteur a déjà bénéficié d’une mesure de rétablissement personnel prévue au troisième alinéa de l’article L. 330-1 et qu’il saisit à nouveau la commission, celle-ci peut, si elle estime que la situation du débiteur est à nouveau irrémédiablement compromise et après avis du membre de la commission justifiant d’une expérience sociale et familiale, recommander au juge que la mesure d’effacement de […]	L331-3 (1993-07-27) La procédure est engagée, à la demande du débiteur, devant la commission instituée par l'article L. 331-1. La commission informe de l'ouverture de la procédure le juge de l'exécution du lieu du domicile du débiteur. Elle peut, en outre, saisir le juge de l'exécution aux fins de suspension des voies d'exécution qui sera […]	//www.senat.fr/amendements/2012-2013/423/Amdt_157.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif insère un alinéa après le septième alinéa du II de l'article L. 331-3 du code de la consommation : il modifie donc bien cet article, et non une simple citation ou un ancrage (l'ancre d'insertion étant l'article 22 bis du texte).	Le dispositif vise explicitement l'article L. 331-3 du code de la consommation et y insère un alinéa après le septième alinéa du II : il modifie bien cet article, la référence à L. 330-1 n'étant qu'une citation dans le corps du nouvel alinéa. La petite loi du texte 423 du dossier reprend ce dispositif verbatim en article 22 quater.	2026-09-19
juste	0b8d44066267868e	senat	40494	Rejeté	Mme BRULIN	L224-3	complété	JORFDOLE000046027237	art. add. après Article 13	Après l'article 13 Insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° L’article L. 224‑3 est complété par un alinéa ainsi rédigé : « ...° les pays de production concernant le gaz, en précisant les proportions et la technique d’extraction. » ; 2° L’article L. 224‑12 est complété par un alinéa ainsi rédigé : « Le fournisseur de gaz naturel est tenu de préciser une fois par an dans un document annexé à la facture les pays de production du gaz, en précisant dans quelles proportions et avec quelle technique d’extraction. »	L224-3 (1993-07-27) La commission peut être saisie par toute personne physique ou morale. Si elle estime que les faits invoqués ne sont pas appuyés d'éléments suffisamment probants, elle peut conclure par décision motivée qu'il n'y a pas lieu, en l'état, d'y donner suite. Elle notifie sa décision à l'auteur de la saisine. La commission pe […]	//www.senat.fr/amendements/2021-2022/828/Amdt_69.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif (1°) complète l'article L. 224-3 du code de la consommation par un alinéa, ce qui correspond exactement à l'article visé et à la formule « complété » ; l'article_du_fonds est bien L224-3.	Le dispositif (1°) nomme expressément l'article L. 224-3 du code de la consommation et le modifie (« est complété par un alinéa »), et la source Sénat (Amt 69 rect.) confirme la subdivision « art. add. après Article 13 ». Le sort rejeté est sans incidence sur l'article visé ; le « ...° » accolé à un article sans énumération visible est une maladresse de rédaction de l'amendement lui-même, pas la preuve qu'il vise un autre article.	2026-09-19
douteux	0e2fe1f774bd8804	assemblee	3661	Rejeté	M. Frédéric Lefebvre	L423-8	rédigé	JORFDOLE000027383756	ART. PREMIER	Rédiger ainsi cet article : Le titre II du livre IV du code de la consommation est complété par un chapitre III ainsi rédigé : « Chapitre III « L’action en réparation des préjudices de consommation « Section 1 « Champ d’application « Art. L. 423‑1. – L’action en réparation des préjudices de consommation a pour objet la réparation du préjudice matériel subi par un nombre significatif de consommateurs, personnes physiques, ayant contracté avec un même professionnel pour la vente d’un produit ou la fourniture d’un service et se trouvant dans des situations de droit ou de fait identiques ou simila […]	L423-8 (2014-03-19) Lorsqu'il statue sur la responsabilité, le juge peut condamner le professionnel au paiement d'une provision à valoir sur les frais non compris dans les dépens exposés par l'association, y compris ceux afférents à la mise en œuvre de l'article L. 423-9. Il peut ordonner, lorsqu'il la juge nécessaire et compatible avec l […]		juste	faux	désaccord non arbitré	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif réécrit l'article premier du projet et complète le titre II du livre IV du code de la consommation par un chapitre III qui rédige lui-même « Art. L. 423-8. – … » ; l'article L. 423-8 du code est donc bien créé/réécrit, et non simplement cité.	Le dispositif « Rédiger ainsi cet article » (ART. PREMIER) crée un chapitre III entier du code de la consommation, commençant par l'art. L. 423-1 ; l'article du texte ne réécrit donc pas que L423-8 mais un chapitre complet (L423-1 et suivants). En voie article_entier, l'arête ne peut être réduite à L423-8 : faux.	2026-09-19
juste	0ea085f61e9e5d47	assemblee	3501		M. Frédéric Lefebvre	L121-84-4	complété	JORFDOLE000027383756	APRÈS ART. 5	L’article L. 121‑84‑4 du code de la consommation est complété par les mots : « , qui est recueilli par écrit ou au moyen de tout support durable ».	L121-84-4 (2008-06-01) La poursuite à titre onéreux de la fourniture de services accessoires à un contrat principal de communications électroniques comprenant une période initiale de gratuité est soumise à l'accord exprès du consommateur à qui ces services sont proposés.		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif nomme L. 121-84-4 du code de la consommation et le complète par une précision sur le recueil de l'accord ; c'est bien l'article du fonds visé, et il est modifié (pas seulement cité ni pris pour ancre).	Le dispositif nomme L. 121-84-4 du code de la consommation et le complète par les mots « , qui est recueilli par écrit ou au moyen de tout support durable » : modification explicite de l'article du fonds, pas une simple citation. Les mots ajoutés se rattachent grammaticalement à l'« accord exprès du consommateur » de L121-84-4, confirmant la cible.	2026-09-19
