JORFDOLE000017758142	238
JORFDOLE000017758142	486
JORFDOLE000017758142	565
JORFDOLE000017758142	572
JORFDOLE000017758143	285
JORFDOLE000017758143	406
JORFDOLE000017758167	177
JORFDOLE000017758167	244
JORFDOLE000017758167	346
JORFDOLE000017758167	419
JORFDOLE000017758176	175
JORFDOLE000017758176	178
JORFDOLE000017841208	351
JORFDOLE000017841208	412
JORFDOLE000017841208	510
JORFDOLE000018730653	842
JORFDOLE000018730653	908
JORFDOLE000018770022	433
JORFDOLE000018770022	847
JORFDOLE000019261102	1518
JORFDOLE000019261102	1579
JORFDOLE000019424060	1100
JORFDOLE000019424060	1113
JORFDOLE000019424060	1232
JORFDOLE000019456981	1507
JORFDOLE000019456981	1788
JORFDOLE000019456981	1996
JORFDOLE000019523974	437
JORFDOLE000019648575	1085
JORFDOLE000020078758	1965
JORFDOLE000020078758	2449
JORFDOLE000020132583	1451
JORFDOLE000020132583	2622
JORFDOLE000020213483	1616
JORFDOLE000020213483	1722
JORFDOLE000020542090	1769
JORFDOLE000020542090	2150
JORFDOLE000020913188	1889
JORFDOLE000020913188	2388
JORFDOLE000020913188	2624
JORFDOLE000020913188	2637
JORFDOLE000021369332	1890
JORFDOLE000021369332	2095
JORFDOLE000021369332	3035
JORFDOLE000021369332	3112
JORFDOLE000021369332	3312
JORFDOLE000021490698	2165
JORFDOLE000021490698	2550
JORFDOLE000021490698	2833
JORFDOLE000021490698	2848
JORFDOLE000021673304	2559
JORFDOLE000021673304	2636
JORFDOLE000021901657	3373
JORFDOLE000021901657	3604
JORFDOLE000021901657	3635
JORFDOLE000021901657	3642
JORFDOLE000021901657	3862
JORFDOLE000021901657	3884
JORFDOLE000022095875	2451
JORFDOLE000022095875	2557
JORFDOLE000022095875	2831
JORFDOLE000022095875	2933
JORFDOLE000023107348	2949
JORFDOLE000023107348	2996
JORFDOLE000024418911	3714
JORFDOLE000024418911	3725
JORFDOLE000024418911	3881
JORFDOLE000024418911	3941
JORFDOLE000024418911	3964
JORFDOLE000024418911	4072
JORFDOLE000024418911	4075
JORFDOLE000024633970	3790
JORFDOLE000024633970	3869
JORFDOLE000024633970	3933
JORFDOLE000024633970	3944
JORFDOLE000024633970	3966
JORFDOLE000024633970	4007
JORFDOLE000024633970	4010
JORFDOLE000024664321	3584
JORFDOLE000024664321	3773
JORFDOLE000024684762	3706
JORFDOLE000024684762	3787
JORFDOLE000024684762	4153
JORFDOLE000024684762	4185
JORFDOLE000024684762	4217
JORFDOLE000024684762	4367
JORFDOLE000024684762	4397
JORFDOLE000025197922	4157
JORFDOLE000025197922	4362
JORFDOLE000025197922	4387
JORFDOLE000025197922	4388
