JORFDOLE000024664321	250
JORFDOLE000024664321	434
JORFDOLE000026246096	232
JORFDOLE000026246096	469
JORFDOLE000026349687	233
JORFDOLE000026349687	245
JORFDOLE000026459244	150
JORFDOLE000026459244	199
JORFDOLE000026459244	338
JORFDOLE000026459244	550
JORFDOLE000026459244	579
JORFDOLE000026459244	761
JORFDOLE000026795365	1091
JORFDOLE000026795365	1247
JORFDOLE000026795365	566
JORFDOLE000026795365	707
JORFDOLE000026795365	838
JORFDOLE000026886919	728
JORFDOLE000026886919	850
JORFDOLE000027383756	1015
JORFDOLE000027383756	1156
JORFDOLE000027383756	1357
JORFDOLE000027383756	1574
JORFDOLE000027383756	1773
JORFDOLE000027617351	1329
JORFDOLE000027617351	1670
JORFDOLE000027617351	1787
JORFDOLE000027654910	1380
JORFDOLE000027654910	1663
JORFDOLE000027654910	1894
JORFDOLE000027654910	2043
JORFDOLE000027750379	1536
JORFDOLE000027750379	1891
JORFDOLE000027750379	2006
JORFDOLE000027750379	2039
JORFDOLE000027926565	1341
JORFDOLE000027926565	1386
JORFDOLE000027926565	1617
JORFDOLE000027926565	1653
JORFDOLE000028196878	1548
JORFDOLE000028196878	1639
JORFDOLE000028196878	2066
JORFDOLE000029039475	1994
JORFDOLE000029039475	2155
JORFDOLE000029039475	2674
JORFDOLE000029039475	2988
JORFDOLE000029039475	3294
JORFDOLE000029134377	2060
JORFDOLE000029134377	2145
JORFDOLE000029134377	2390
JORFDOLE000029224335	2046
JORFDOLE000029224335	2063
JORFDOLE000029224335	2186
JORFDOLE000029224335	2196
JORFDOLE000029310724	2230
JORFDOLE000029310724	2611
JORFDOLE000029310724	2624
JORFDOLE000029310724	2736
JORFDOLE000029589477	2302
JORFDOLE000029589477	2673
JORFDOLE000029589477	3103
JORFDOLE000029589477	3215
JORFDOLE000029883713	2498
JORFDOLE000029883713	2833
JORFDOLE000029883713	2866
JORFDOLE000029883713	2934
JORFDOLE000029883713	2970
JORFDOLE000030513128	2739
JORFDOLE000030513128	2792
JORFDOLE000030513128	2913
JORFDOLE000030513128	2918
JORFDOLE000030513128	2932
JORFDOLE000030536694	2910
JORFDOLE000030536694	2949
JORFDOLE000030962821	3726
JORFDOLE000030962821	3871
JORFDOLE000030962821	3872
JORFDOLE000030962821	3904
JORFDOLE000030962821	4068
JORFDOLE000030962821	4106
JORFDOLE000031278667	3129
JORFDOLE000031278667	3221
JORFDOLE000031278667	3222
JORFDOLE000031278667	3238
JORFDOLE000031589829	3318
JORFDOLE000031589829	3399
JORFDOLE000031589829	3902
JORFDOLE000031974277	3473
JORFDOLE000031974277	3515
JORFDOLE000031974277	3742
JORFDOLE000031978450	2964
JORFDOLE000031978450	3178
JORFDOLE000031978450	3672
JORFDOLE000031983191	3476
JORFDOLE000031983191	3693
JORFDOLE000031983191	3803
JORFDOLE000031983191	4262
JORFDOLE000032319792	3785
JORFDOLE000032319792	3939
JORFDOLE000032319792	4032
JORFDOLE000032319792	4045
JORFDOLE000032319792	4187
JORFDOLE000032319792	4189
JORFDOLE000032539659	4042
JORFDOLE000032669047	3814
JORFDOLE000032669047	4047
JORFDOLE000032669047	4378
JORFDOLE000032921896	3855
JORFDOLE000032921896	3921
JORFDOLE000032921896	4270
